controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,0.5,0.03926087375944421,0.02391878348996812,0.18360868099302605
ladrc_x_pos_pid_att_default,0,0,96,0.5,0.18211150949248722,0.1749952696396632,0.2159836686279414
ladrc_x_pos_pid_att_retuned,0,0,96,0.5,0.05002452778647709,0.04370002151333807,0.18995420998230728
