mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,omega_o,r,end_vx_mean,negative_tail_velocity,max_tail_pitch_abs,tail_rpm_edge_fraction,tail_same_rpm_fraction,unstable_tail,name
0.10246781077237443,0.10667692779985609,9.836909834147946,0.0,95.0,0.07155489259295994,20139538233.11152,95.0,4.761117393092105,0.18559071071457123,-0.5256044044697191,1.0,0.11272887045901822,30.5,1.5,11.0,16.5,70.0,0.5041336566209793,0.0,0.012625310570001602,0.0,0.0,0.0,r_scan_r70
0.1062378542223783,0.11020464260945248,10.198834005348317,0.0,95.0,0.08040257957246569,20125926817.68531,95.0,2.840270353618421,0.17881695841128856,-0.5295041559929494,1.0,0.11511487440716507,30.5,1.5,11.0,16.5,50.0,0.5167163833975792,0.0,0.02671750821173191,0.0,0.0,0.0,r_scan_r50
0.11091066071126221,0.11514023267490764,10.647423428281172,0.0,95.0,0.08445134427812365,20127228339.086964,95.0,3.2266550164473684,0.18251873676670252,-0.5475889865598486,1.0,0.11964317817070691,30.5,1.5,11.0,16.5,40.0,0.4950001575052738,0.0,0.023889023810625076,0.0,0.0,0.0,r_scan_r40
0.11820556491369179,0.1224768940844496,11.347734231714412,0.0,95.0,0.09364313549465603,20121958101.39764,95.0,2.6427323190789473,0.18391217234094057,-0.5557398975623927,1.0,0.1260816814198992,30.5,1.5,11.0,16.5,30.0,0.5146976262331009,0.0,0.01815996877849102,0.0,0.0,0.0,r_scan_r30
0.133669545868635,0.13831035916559842,12.83227640338896,0.0,95.0,0.11646633678012425,20117530278.133835,95.0,2.301002261513158,0.18819100087526333,-0.5707884833317405,1.0,0.14035056378850558,30.5,1.5,11.0,16.5,20.0,0.5291927978396416,0.0,0.029317637905478477,0.0,0.0,0.0,r_scan_r20
0.1749952696396632,0.18211150949248722,16.799545885407667,0.0,95.0,0.16552721129523384,20113959162.05103,95.0,2.1278011924342106,0.2159836686279414,-0.6070750100546672,1.0,0.18080011134661053,30.5,1.5,11.0,16.5,10.0,0.5459659099578857,0.0,0.021092114970088005,0.0,0.0,0.0,r_scan_r10
