controller,mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,backend,end_vx_mean,negative_tail_velocity,max_tail_pitch_abs,tail_rpm_edge_fraction,tail_same_rpm_fraction,unstable_tail,score
pid_pos_att,0.02391878348996812,0.03926087375944421,2.2962032150369396,0.01129227876663208,26.0,0.009602295027838813,20182421932.715767,26.0,6.8686266447368425,0.18360868099302605,-0.4544030165471397,gym_env,0.5208882614970207,0.0,0.009013008326292038,0.0,0.0,0.0,0.0549125685922016
ladrc_x_pos_pid_att_default,0.1749952696396632,0.18211150949248722,16.799545885407667,0.0,95.0,0.16552721129523384,20113959162.05103,95.0,2.1278011924342106,0.2159836686279414,-0.6070750100546672,gym_env,0.5459659099578857,0.0,0.021092114970088005,0.0,0.0,0.0,0.18080011134661053
ladrc_x_pos_pid_att_retuned,0.04370002151333807,0.05002452778647709,4.195202065280455,0.0,50.0,0.011945691373613145,20286215587.44391,50.0,31.018179481907893,0.18995420998230728,-0.45503394374693745,gym_env,0.5039736218750477,0.0,0.09855887293815613,0.0,0.0,0.0,0.06570228139246514
