speed_mps,r,b0,omega_c,k,omega_o,pid_rmse,retuned_rmse,pid_mae,retuned_mae,pid_velocity_rmse,retuned_velocity_rmse,rmse_ratio_to_pid
0.2,59.5,17.64,3.7800000000000002,6.5,24.57,0.017031458492388768,0.01501674539290063,0.011327606314032816,0.013018031154977431,0.08729927122153314,0.07862850667057683,0.881706367050802
0.4,70.0,27.45,1.62,12.100000000000001,19.602000000000004,0.03622001734732014,0.07193657813812734,0.02393824536315871,0.06746212323417353,0.1675455891657706,0.17863438656933678,1.9861000465106022
0.6,59.5,27.45,3.15,3.08,9.702,0.05447556365955142,0.0644657252795637,0.036678797705536684,0.051133285201632364,0.2524401486584774,0.2875572734379851,1.18338794404123
0.8,59.5,32.940000000000005,3.4299999999999997,3.8500000000000005,13.2055,0.08544364156844923,0.08566159918079305,0.05755721013260692,0.06776284528564057,0.35594606118049765,0.4048602337848034,1.0025508932946077
1.0,42.5,32.940000000000005,3.7800000000000002,3.36,12.700800000000001,0.11297977369843067,0.11052108328780401,0.07676228144978078,0.0872309159060156,0.45700405773148206,0.5285076971618992,0.9782377824796368
1.2,66.5,19.44,1.8,4.4,7.920000000000001,0.14366177154148752,0.18480017698935072,0.09746609016894088,0.16351402837339984,0.5644453576135187,0.5471485481894519,1.2863559665626356
1.4,56.00000000000001,24.0,2.16,4.4,9.504000000000001,0.16633497944634548,0.2025300381008321,0.1156291895892366,0.17844873501621616,0.6770526987606637,0.6509723071764832,1.2176034095471904
