controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
PID,0.05918024569237382,0.03939803941324127,0.26299246257578496,-0.07627546277038966,0.00024991703398744437
LADRC(0.5-opt),0.058878229699836124,0.050530650914136825,0.23345326217140244,-0.07823704218110035,0.00024991703398744437
DDPG-LADRC (best v=2),0.057903662238366266,0.04953832330005842,0.22572545943570355,-0.07642538823958162,0.00024991703398744437
