controller,mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,backend
pid_pos_att,0.004234217405031752,0.006488629392436318,1.6259394835321928,0.02059130370616913,0.0,0.0030144663837027587,80358959423.1544,0.0,0.9564371532310705,0.033568104818846686,-0.2708436816828683,gym_env
ladrc_x_pos_pid_att_default,0.07547665082296541,0.09777557037844865,28.98303391601872,0.1473234174773097,383.0,0.14087186337105537,80344273019.6879,383.0,0.5234821210019582,0.09452560372909427,-0.3444342642915766,gym_env
ladrc_x_pos_pid_att_tuned,0.029135881042134198,0.03815818870635433,11.188178320179532,0.0694255381822586,380.0,0.0625461991386194,80345615872.44156,380.0,0.5028174975522193,0.05424456384608255,-0.29833667337019026,gym_env
