mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,name,difficulty
0.09631672018671596,0.1384519684101488,36.985620551698936,0.2636860573353867,383.0,0.2780198566226254,80351683905.25163,383.0,0.6566286410737598,0.125473915584871,-0.3872579509978957,0.6666666666666666,8035168436.378112,220.0,1.1,8.727272727272727,repo_default_x,medium
0.01785701877056425,0.022799553213569884,6.8570952078966725,0.04494995127121607,105.66666666666667,0.029857291412011825,80351880704.46378,105.66666666666667,0.8617352385226283,0.04185208800793605,-0.3057904832351709,1.0,8035188082.483095,30.5,1.5,10.5,summary_fast_anchor,medium
0.03827240553525092,0.04924230256979544,14.696603725536354,0.09296875074505806,382.0,0.07187864126593156,80341972224.62067,382.0,0.560878345300261,0.054468901745952224,-0.325159180008106,1.0,8034197263.685492,30.5,0.8,7.0,summary_steady_anchor,medium
0.4632321964628492,0.5582233183555279,177.8811634417341,0.8703155194719633,383.0,0.8226903932003902,46484242338.159454,383.0,89.32773233518276,0.35164993360014046,-0.5783661351447362,0.0,1000000000000.0,1.0,8.25,4.0,summary_disturbed_fast,medium
