episode,reward,average_reward,exploration_noise,actor_loss,critic_loss
1.0,-146.9889459777329,-146.9889459777329,0.3,0.19960057735443115,13.246647834777832
2.0,-79.98153800436654,-113.48524199104972,0.29878787878787877,0.37246590852737427,6.899709701538086
3.0,-416.2070025684154,-214.3924955168383,0.29757575757575755,0.619975745677948,40.12749099731445
4.0,-804.2679569492385,-361.8613608749383,0.29636363636363633,0.785110354423523,168.14785766601562
5.0,-267.91845165736913,-343.0727790314245,0.29515151515151516,0.924997866153717,201.66213989257812
6.0,-296.98257760816244,-335.39107879421414,0.29393939393939394,1.114261269569397,174.34283447265625
7.0,-306.7758840476081,-331.3031938304133,0.2927272727272727,1.2812813520431519,132.7056121826172
8.0,-243.7310332062887,-320.35667375239774,0.2915151515151515,1.441325306892395,91.26790618896484
9.0,-162.14730973815313,-302.7778555285928,0.2903030303030303,1.6724956035614014,157.69288635253906
10.0,-101.61808981522918,-282.6618789572564,0.28909090909090907,1.8275960683822632,61.11701583862305
11.0,-159.95510818802575,-271.5067179782355,0.28787878787878785,2.0216240882873535,79.10502624511719
12.0,-268.04462804785,-271.21821048403666,0.2866666666666667,2.147514820098877,44.41168975830078
13.0,-413.9760630792938,-282.1995837605949,0.28545454545454546,2.519117593765259,51.02727127075195
14.0,-213.357180234314,-277.2822692230034,0.28424242424242424,2.704340934753418,26.709163665771484
15.0,-72.85112755703813,-263.6535264452724,0.283030303030303,2.911858558654785,67.00102233886719
16.0,-71.63253645776385,-251.65221457105307,0.2818181818181818,3.0939137935638428,41.96782684326172
17.0,-91.6132087251609,-242.23815540364765,0.2806060606060606,3.5849008560180664,64.02809143066406
18.0,-328.6668831979803,-247.03975139222172,0.27939393939393936,3.599743127822876,12.54603385925293
19.0,-156.63774757659849,-242.28175119139942,0.2781818181818182,3.877119541168213,32.79470443725586
20.0,-359.7371003492703,-248.15451864929295,0.276969696969697,4.002467155456543,22.493967056274414
21.0,-357.0172298528424,-253.33845727803342,0.27575757575757576,4.513906955718994,74.95936584472656
22.0,-134.01705032009357,-247.9147569617634,0.27454545454545454,4.372713088989258,23.528736114501953
23.0,-188.21674095808555,-245.31919104856001,0.2733333333333333,4.7081170082092285,22.23241424560547
24.0,-271.3169865592383,-246.40243252817163,0.2721212121212121,4.762874126434326,35.14049530029297
25.0,-280.0723111150186,-247.74922767164549,0.2709090909090909,5.288132667541504,45.63731384277344
26.0,-171.2937568354526,-244.80863263948424,0.2696969696969697,5.328336715698242,22.42215919494629
27.0,-247.4279240331019,-244.90564343184045,0.2684848484848485,5.285666465759277,10.577116966247559
28.0,-96.05159647890832,-239.58942746923572,0.2672727272727273,5.513913154602051,12.183797836303711
29.0,-83.8414407959128,-234.21880723912113,0.26606060606060605,5.6154351234436035,26.87308120727539
30.0,-62.463750792152,-228.49363869088882,0.26484848484848483,5.362404823303223,11.981758117675781
31.0,-122.92447683364152,-225.08818185678405,0.2636363636363636,5.75510835647583,13.736140251159668
32.0,-101.4712603757469,-221.22515306050167,0.26242424242424245,5.63175630569458,20.68865394592285
33.0,-345.0472894102801,-224.97733901049497,0.26121212121212123,5.89666748046875,21.788131713867188
34.0,-143.46471219032728,-222.57990880990178,0.26,5.738103866577148,19.864286422729492
35.0,-242.8262921269168,-223.15837690467364,0.2587878787878788,5.290266036987305,10.890079498291016
36.0,-253.21780986208466,-223.9933611534906,0.25757575757575757,5.332608699798584,10.890410423278809
37.0,-386.7240727757763,-228.3914884946335,0.25636363636363635,5.169912338256836,30.089210510253906
38.0,-720.8090103981569,-241.34984433419993,0.25515151515151513,5.378502368927002,27.326513290405273
39.0,-221.91220850335588,-240.85144341546032,0.2539393939393939,5.0001301765441895,14.514681816101074
40.0,-314.0693328102119,-242.6818906503291,0.25272727272727274,4.921143531799316,25.003999710083008
41.0,-769.8107700760809,-255.53869258754258,0.2515151515151515,5.205193519592285,20.713464736938477
42.0,-337.6410766016197,-257.4935112545444,0.2503030303030303,5.019872665405273,25.558937072753906
43.0,-135.42293505797858,-254.65466064532197,0.24909090909090909,5.450918674468994,37.08407974243164
44.0,-262.1055273852134,-254.82399852577402,0.24787878787878787,5.054657459259033,28.194793701171875
45.0,-436.25022461495655,-258.855692438867,0.24666666666666665,4.790013313293457,19.77126121520996
46.0,-168.2819594478933,-256.886698243411,0.24545454545454545,4.7352447509765625,17.310832977294922
47.0,-245.49201777392227,-256.6442582334219,0.24424242424242423,4.831913471221924,24.8681583404541
48.0,-454.1550056574044,-260.75906547142154,0.243030303030303,5.227380275726318,28.210641860961914
49.0,-276.8132639831959,-261.0867021757435,0.24181818181818182,5.263642311096191,24.679670333862305
50.0,-151.04569259621204,-258.88588198415283,0.2406060606060606,4.999707221984863,10.435029983520508
51.0,-275.827285157108,-259.21806636009313,0.23939393939393938,5.069728851318359,13.019408226013184
52.0,-134.28719852257055,-256.81554967091,0.23818181818181816,5.610321044921875,20.056596755981445
53.0,-198.92266836050914,-255.7232311556194,0.23696969696969697,5.563816070556641,16.237415313720703
54.0,-171.30713727194816,-254.1599701577736,0.23575757575757575,5.1333794593811035,28.1470947265625
55.0,-103.33316994253546,-251.41766469931477,0.23454545454545456,5.335439682006836,9.369564056396484
56.0,-172.06095892312806,-250.00058066759715,0.23333333333333334,6.176852226257324,12.324325561523438
57.0,-205.70954099955927,-249.22354488394737,0.23212121212121212,5.385285377502441,20.269798278808594
58.0,-143.34034463395247,-247.39797246584402,0.2309090909090909,5.618065357208252,22.373931884765625
59.0,-429.5467553856109,-250.48523997295868,0.22969696969696968,5.851029872894287,16.45068359375
60.0,-207.2843349390703,-249.76522488906053,0.22848484848484846,4.711531162261963,9.721525192260742
61.0,-208.9213840284385,-249.09565372741102,0.22727272727272727,5.522316932678223,15.274584770202637
62.0,-217.5071846757984,-248.58616229109467,0.22606060606060607,5.1788859367370605,10.522345542907715
63.0,-250.473467896274,-248.61611952292293,0.22484848484848485,4.907983303070068,10.230700492858887
64.0,-150.69741510543972,-247.08613976639975,0.22363636363636363,5.761836051940918,14.50990104675293
65.0,-93.8029057041742,-244.72793616544246,0.2224242424242424,5.419969081878662,18.066251754760742
66.0,-248.06169026468345,-244.77844759118852,0.2212121212121212,5.191943168640137,18.89679718017578
67.0,-191.84632615149025,-243.98841592790944,0.21999999999999997,5.209664344787598,27.736438751220703
68.0,-224.14072517387612,-243.69653812270306,0.21878787878787878,4.992830276489258,11.443560600280762
69.0,-118.25768708169636,-241.87858375978993,0.2175757575757576,5.219120979309082,16.248191833496094
70.0,-293.065413275059,-242.60982418143664,0.21636363636363637,5.42952823638916,9.999788284301758
71.0,-192.8976731237044,-241.90965303977845,0.21515151515151515,5.082555294036865,11.471097946166992
72.0,-408.46667964857147,-244.22294507601165,0.21393939393939393,4.905302047729492,10.210817337036133
73.0,-205.38288814041692,-243.69088950155142,0.2127272727272727,5.859757900238037,21.02000617980957
74.0,-238.796168874208,-243.62474462820893,0.2115151515151515,5.625192165374756,12.176044464111328
75.0,-266.75583665407186,-243.9331591885538,0.2103030303030303,5.882894992828369,11.707802772521973
76.0,-118.79868529133009,-242.28665295306402,0.2090909090909091,4.7481842041015625,9.933448791503906
77.0,-76.79138102619909,-240.1373637072606,0.20787878787878789,5.222764015197754,17.395782470703125
78.0,-73.15749360205392,-237.99659614180922,0.20666666666666667,4.708576202392578,5.291981220245361
79.0,-120.59027529089944,-236.51044018167113,0.20545454545454545,4.327956199645996,5.810420989990234
80.0,-124.29566084168303,-235.10775543992128,0.20424242424242423,4.767604351043701,8.02380084991455
81.0,-65.2658641092381,-233.01094196670297,0.203030303030303,4.919338226318359,21.550474166870117
82.0,-129.20164843688443,-231.74497497243686,0.2018181818181818,4.955470085144043,18.813108444213867
83.0,-170.28325451490866,-231.00447231632208,0.20060606060606062,4.817612648010254,9.856569290161133
84.0,-239.48999499016918,-231.10549044339172,0.1993939393939394,4.401495456695557,6.226040363311768
85.0,-109.65112438873079,-229.67661554863102,0.19818181818181818,4.763822555541992,11.053502082824707
86.0,-120.52082519516803,-228.40736217242792,0.19696969696969696,5.210463047027588,13.028160095214844
87.0,-199.1710663781061,-228.0713127954817,0.19575757575757574,4.3315606117248535,6.120658874511719
88.0,-88.36524528955341,-226.48374384655065,0.19454545454545455,4.536004066467285,13.814586639404297
89.0,-65.62207836192103,-224.67630940290314,0.19333333333333333,4.383579254150391,9.956278800964355
90.0,-109.76304841158469,-223.39949539188848,0.1921212121212121,4.811232089996338,7.703298091888428
91.0,-25.375410851067866,-221.22340655078057,0.19090909090909092,4.765704154968262,5.421909332275391
92.0,-36.40068844475318,-219.21446396267157,0.1896969696969697,4.695382118225098,17.50088119506836
93.0,-220.25011609306443,-219.2256000070844,0.18848484848484848,3.86671781539917,7.711816310882568
94.0,-79.02155715432019,-217.7340676363103,0.18727272727272726,4.679009437561035,12.423506736755371
