episode,reward,average_reward,exploration_noise,actor_loss,critic_loss
1.0,-393.4043658081192,-393.4043658081192,0.15,0.15110090374946594,51.47700500488281
2.0,-432.5962600738858,-413.0003129410025,0.1494949494949495,0.3870583772659302,49.092742919921875
3.0,-362.6395706161507,-396.2133988327186,0.14898989898989898,0.609919011592865,47.29684829711914
4.0,-264.2450689776702,-363.2213163689565,0.14848484848484847,0.7998040318489075,35.057044982910156
5.0,-328.95562365220394,-356.368177825606,0.14797979797979796,1.0023021697998047,34.799560546875
6.0,-507.31244894871486,-381.5255563461241,0.14747474747474748,1.240591049194336,36.80302047729492
7.0,-389.26640055454334,-382.63139123304114,0.14696969696969697,1.5388154983520508,34.94729232788086
8.0,-339.5890026919544,-377.2510926654053,0.14646464646464646,1.737657904624939,29.309255599975586
9.0,-388.74635567279995,-378.52834411067136,0.14595959595959596,2.008159875869751,26.77628517150879
10.0,-414.45195491667835,-382.12070519127207,0.14545454545454545,2.2968063354492188,24.6324462890625
11.0,-223.0740530648269,-367.6619186343225,0.14494949494949494,2.5468215942382812,22.780086517333984
12.0,-300.1086346413009,-362.03247830157073,0.14444444444444443,2.89216947555542,18.64424705505371
13.0,-480.1804644331569,-371.12078492707735,0.14393939393939392,3.182546854019165,15.701930046081543
14.0,-291.1754778819668,-365.4104058524266,0.14343434343434344,3.583738327026367,15.714441299438477
15.0,-375.28945001183797,-366.0690087963874,0.14292929292929293,3.7518529891967773,10.867996215820312
16.0,-398.85439077185185,-368.11809516985386,0.14242424242424243,4.281797885894775,9.933712005615234
17.0,-379.49358786841043,-368.7872417991807,0.14191919191919192,4.806577205657959,7.869573593139648
18.0,-340.1269560216693,-367.1950037004301,0.1414141414141414,5.125290393829346,6.7765116691589355
19.0,-355.9714361021295,-366.604289616309,0.1409090909090909,5.443540096282959,6.320250988006592
20.0,-374.4576313032476,-366.9969567006559,0.1404040404040404,6.06043815612793,5.400789260864258
21.0,-338.2492038159663,-365.6280160870993,0.13989898989898988,6.3281707763671875,3.7670960426330566
22.0,-417.40569018009126,-367.9815467276898,0.1393939393939394,6.502678394317627,3.927110433578491
23.0,-266.85340704536065,-363.5846710893277,0.1388888888888889,7.0968523025512695,3.7036032676696777
24.0,-412.89993478877005,-365.63947374347117,0.1383838383838384,7.006862640380859,3.7176616191864014
25.0,-339.0809500194621,-364.5771327945108,0.13787878787878788,7.342712879180908,3.8475356101989746
26.0,-276.0315963348246,-361.171535238369,0.13737373737373737,7.75131893157959,4.043723106384277
27.0,-437.28827930307017,-363.990673907432,0.13686868686868686,7.430216312408447,5.310009479522705
28.0,-427.5372695154348,-366.26019517914636,0.13636363636363635,7.522060394287109,5.067328929901123
29.0,-359.63963195941176,-366.0318998957072,0.13585858585858585,7.36024808883667,5.965579986572266
30.0,-330.342675034673,-364.8422590670061,0.13535353535353534,7.344466686248779,4.4983367919921875
31.0,-433.26219806375775,-367.04935387335297,0.13484848484848486,7.561481952667236,4.057961940765381
32.0,-383.39091987469055,-367.5600278108948,0.13434343434343435,7.3441243171691895,3.2801284790039062
33.0,-350.35271643433373,-367.0385941328172,0.13383838383838384,7.1811957359313965,4.060603618621826
34.0,-349.4416745428927,-366.52103767429,0.13333333333333333,6.742616176605225,2.4977102279663086
35.0,-373.14373975173805,-366.7102577336457,0.13282828282828282,6.814060211181641,2.3465309143066406
36.0,-322.81724880775704,-365.4910074857043,0.13232323232323231,6.6156182289123535,1.8240976333618164
37.0,-294.59082022926304,-363.5747862085032,0.1318181818181818,6.403768062591553,1.843181848526001
38.0,-363.64734114254827,-363.5766955488728,0.13131313131313133,5.9766845703125,2.267540216445923
39.0,-289.4519992331945,-361.6760623100093,0.13080808080808082,6.005810737609863,1.7767244577407837
40.0,-397.6359864715487,-362.5750604140477,0.1303030303030303,5.995381832122803,1.2324247360229492
41.0,-314.7270292844158,-361.4080352645445,0.1297979797979798,6.0432281494140625,1.7266781330108643
42.0,-248.7293915541835,-358.7252104142978,0.1292929292929293,6.065221786499023,1.9883403778076172
43.0,-314.0857004933292,-357.68708227660085,0.12878787878787878,6.013047695159912,1.688714623451233
44.0,-323.2934052182303,-356.90540779800153,0.12828282828282828,5.854245185852051,2.143437623977661
45.0,-397.6308053939487,-357.810416633467,0.12777777777777777,5.479902744293213,2.4069128036499023
46.0,-316.29218735587784,-356.9078464317803,0.12727272727272726,5.859262466430664,1.3891229629516602
47.0,-405.16373728557954,-357.934567513776,0.12676767676767678,5.59074592590332,1.4938783645629883
48.0,-347.29793153305076,-357.7129709308443,0.12626262626262627,5.741256237030029,1.786523699760437
49.0,-329.98681776677256,-357.14713107035305,0.12575757575757576,5.893423557281494,1.7600224018096924
50.0,-284.02135627206883,-355.68461557438735,0.12525252525252525,5.823663234710693,1.1978535652160645
51.0,-313.70595041287595,-354.8615044927891,0.12474747474747475,5.625290870666504,1.4597350358963013
52.0,-326.28399052786415,-354.31193691654056,0.12424242424242424,6.249719619750977,1.9919277429580688
53.0,-319.89572985937707,-353.6625745192356,0.12373737373737373,6.220105171203613,1.1927818059921265
54.0,-461.47218300313693,-355.65904875041895,0.12323232323232323,6.161001682281494,1.863278865814209
55.0,-697.3227320379461,-361.87111571928307,0.12272727272727273,6.32391881942749,1.5082640647888184
56.0,-388.79131925130037,-362.35183363949767,0.12222222222222222,6.436082363128662,1.4366966485977173
57.0,-319.4407052015769,-361.5990068247973,0.12171717171717172,6.077955722808838,1.172204852104187
58.0,-314.82017659076956,-360.7924752690382,0.12121212121212122,6.252504825592041,1.3824462890625
59.0,-355.4797928610997,-360.7024298044969,0.12070707070707071,6.59531307220459,0.9667894244194031
60.0,-308.1705754984985,-359.8268988993969,0.1202020202020202,6.126946449279785,1.6828868389129639
61.0,-412.1196003926103,-360.68415630092494,0.11969696969696969,6.041347980499268,1.558097243309021
62.0,-301.64357925775863,-359.73188892926095,0.1191919191919192,6.282752513885498,1.4373911619186401
63.0,-343.87139532957224,-359.4801350625993,0.11868686868686869,6.450929641723633,1.2244104146957397
64.0,-291.7197648937232,-358.42137927871056,0.1181818181818182,6.858066082000732,2.021331548690796
65.0,-274.3732207355555,-357.12833068573894,0.11767676767676769,6.550311088562012,1.9292974472045898
66.0,-383.747543011736,-357.53165208461775,0.11717171717171718,6.448444843292236,1.4336440563201904
