controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
PID,0.062070849854467515,0.041972681561519364,0.2554569968288404,-0.07796403269778023,0.00019268607756010059
LADRC(0.5-opt),0.05800738690441423,0.0505992468213291,0.21721302740729037,-0.07494215869700191,0.00019268607756010059
DDPG-LADRC (best v=2),0.0573693932323007,0.04962676948585167,0.22186266133233945,-0.07376378759262012,0.00019268607756010059
