controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,0.6,0.04658375534062491,0.027624358365393675,0.22252207455939588
pid_pos_att,1,96,120,0.0,0.07847133319619591,0.0728965550661087,0.3472259330878119
ladrc_x_pos_pid_att_default,0,0,96,0.6,0.21953453778438706,0.21093784305174998,0.25708997542882955
ladrc_x_pos_pid_att_default,1,96,120,0.0,0.09806331938082892,0.07880736390749614,0.5624093659281793
ladrc_x_pos_pid_att_retuned,0,0,96,0.6,0.0668768083216845,0.05198846662670794,0.30259133329478877
ladrc_x_pos_pid_att_retuned,1,96,120,0.0,0.05375052291763846,0.047712559501330055,0.21725530510201294
