controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,1.0,0.09168974307876941,0.05568860793131828,0.3940850106665886
pid_pos_att,1,96,120,0.0,0.17376452567005743,0.16105697552363077,0.6504241396095766
ladrc_x_pos_pid_att_default,0,0,96,1.0,0.3630135523541601,0.3489421398745816,0.4260938877392603
ladrc_x_pos_pid_att_default,1,96,120,0.0,0.16020195177170843,0.1288396418094635,0.9166767685806521
ladrc_x_pos_pid_att_retuned,0,0,96,1.0,0.11798420051915007,0.09289559732127135,0.5708602414581885
ladrc_x_pos_pid_att_retuned,1,96,120,0.0,0.07344019993829343,0.06457219024499257,0.3050840354493554
