shared_value,train_episodes,average_reward,best_reward,checkpoint_path,best_checkpoint_path,output_dir
1,20,-617.9235403410261,-309.98466394930637,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_sine_disturbance_mddpg_v_sweep\20260412_095104\v_1\train\ladrc_x_pos_pid_att\x\20260412_095104\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_sine_disturbance_mddpg_v_sweep\20260412_095104\v_1\train\ladrc_x_pos_pid_att\x\20260412_095104\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_sine_disturbance_mddpg_v_sweep\20260412_095104\v_1\train\ladrc_x_pos_pid_att\x\20260412_095104
