shared_value,train_episodes,average_reward,best_reward,best_eval_rmse,best_eval_mae,best_eval_velocity_rmse,best_eval_score,checkpoint_path,best_checkpoint_path,output_dir
1,300,-326.70906696564197,-203.05588113005055,0.8436843074154473,0.7156062753128951,0.7245572520920105,1.2390579541933628,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_posvel_reward_only\v_1\train\ladrc_x_pos_pid_att\x\20260412_123022\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_posvel_reward_only\v_1\train\ladrc_x_pos_pid_att\x\20260412_123022\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_posvel_reward_only\v_1\train\ladrc_x_pos_pid_att\x\20260412_123022
5,300,-358.4955535531489,-190.26182003993452,1.0104177037421587,0.887637687225132,0.7511343006655323,1.4713177544040614,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_posvel_reward_only\v_5\train\ladrc_x_pos_pid_att\x\20260412_123204\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_posvel_reward_only\v_5\train\ladrc_x_pos_pid_att\x\20260412_123204\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_posvel_reward_only\v_5\train\ladrc_x_pos_pid_att\x\20260412_123204
