time,axis,backend,x,y,z,vx,vy,vz,roll,pitch,yaw,target_x,target_y,target_z,target_vx,target_vy,target_vz,rpm0,rpm1,rpm2,rpm3,reward,disturbance_x,disturbance_y,disturbance_z,x_b0,x_omega_c,x_k,y_b0,y_omega_c,y_k,z_b0,z_omega_c,z_k
0.0,x,gym_env,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14468.4287109375,14468.4287109375,14468.4287109375,14468.4287109375,-8.13474296875,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.020833333333333332,x,gym_env,0.0,0.0,1.0,0.0,0.0,-1.3332407178268113e-08,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14468.4296875,14468.4296875,14468.4296875,14468.4296875,-7.8125e-07,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.041666666666666664,x,gym_env,0.0,0.0,1.0,0.0,0.0,8.980127197411036e-10,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14468.4287109375,14468.4287109375,14468.4287109375,14468.4287109375,-7.8125e-07,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.0625,x,gym_env,0.0,0.0,1.0,0.0,0.0,-1.2435142693334456e-08,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14468.4296875,14468.4296875,14468.4296875,14468.4296875,-7.8125e-07,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.08333333333333333,x,gym_env,0.0,0.0,1.0,0.0,0.0,1.7945298580457347e-09,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14468.4287109375,14468.4287109375,14468.4287109375,14468.4287109375,-7.8125e-07,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.10416666666666666,x,gym_env,0.0,0.0,1.0,0.0,0.0,-1.1539372124502734e-08,0.0,-0.0,0.0,0.0,0.0,1.0,0.6000000238418579,0.0,0.0,14038.8291015625,14898.029296875,14898.029296875,14038.8291015625,-0.4336480369235247,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.125,x,gym_env,1.393427965012961e-06,-2.2894487798747387e-22,1.0000022649765015,0.00022294015798252076,-4.3957043372967054e-20,0.00017964848666451871,2.1512492394521185e-18,0.008181506767868996,1.0172525001509352e-20,0.012500000186264515,0.0,1.0,0.6000000238418579,0.0,0.0,14063.9853515625,14923.1845703125,14923.1845703125,14063.9853515625,-0.12219148034006358,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.14583333333333331,x,gym_env,3.073010520893149e-05,-6.702938944272335e-21,1.0000169277191162,0.0026826816610991955,-5.510431154596036e-19,0.0010524146491661668,3.497217886658857e-18,0.02999705821275711,8.38853423465858e-20,0.02500000037252903,0.0,1.0,0.6000000238418579,0.0,0.0,14126.5322265625,14985.732421875,14985.732421875,14126.5322265625,-0.1633324820071459,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.16666666666666666,x,gym_env,0.0001702236186247319,-2.720945355272975e-20,1.0000706911087036,0.01023461576551199,-1.2729806080993204e-18,0.0035671216901391745,2.965841817443314e-18,0.06545769423246384,2.206060191393837e-19,0.03750000149011612,0.0,1.0,0.6000000238418579,0.0,0.0,14209.0478515625,15068.2470703125,15068.2470703125,14209.0478515625,-0.18907343030571938,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.1875,x,gym_env,0.0005628656363114715,-6.119503497417466e-20,1.0002013444900513,0.02583877556025982,-1.8323125902845882e-18,0.007973919622600079,1.0945050172075821e-18,0.1145847737789154,3.4626418921505053e-19,0.05000000074505806,0.0,1.0,0.6000000238418579,0.0,0.0,14383.1640625,15066.357421875,15066.357421875,14383.1640625,-0.20111780482530595,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.20833333333333331,x,gym_env,0.0014138799160718918,-1.0194396173893137e-19,1.000441074371338,0.052471086382865906,-1.973281744251641e-18,0.01366179808974266,-1.3244680517373774e-18,0.1756906807422638,3.6051452076599024e-19,0.0625,0.0,1.0,0.6000000238418579,0.0,0.0,15225.2099609375,14366.009765625,14366.009765625,15225.2099609375,-0.7526342215895653,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.22916666666666666,x,gym_env,0.0029831291176378727,-1.3884498000341063e-19,1.0008013248443604,0.09226713329553604,-1.5593999602067787e-18,0.019383154809474945,-4.042183912953187e-18,0.23264047503471375,2.219420192262334e-19,0.07500000298023224,0.0,1.0,0.6000000238418579,0.0,0.0,15237.966796875,14378.7666015625,14378.7666015625,15237.966796875,-0.148165878868103,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.25,x,gym_env,0.0055284020490944386,-1.598841379379379e-19,1.0012544393539429,0.14340795576572418,-5.666533577869746e-19,0.023006023839116096,-7.321460801309941e-18,0.27548617124557495,1.4737271128682084e-20,0.08750000596046448,0.0,1.0,0.6000000238418579,0.0,0.0,15203.6591796875,14344.458984375,14344.458984375,15203.6591796875,-0.16532840986251832,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.2708333333333333,x,gym_env,0.00924349669367075,-1.5131878609252787e-19,1.0017427206039429,0.20249465107917786,1.20025664640246e-18,0.023466534912586212,-1.1151693330776521e-17,0.3043035864830017,-2.1420731181219146e-19,0.10000000149011612,0.0,1.0,0.6000000238418579,0.0,0.0,15152.744140625,14293.5439453125,14293.5439453125,15152.744140625,-0.17652161934375762,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.29166666666666663,x,gym_env,0.01425435021519661,-9.663187246860118e-20,1.0022019147872925,0.26637375354766846,3.6350067379657964e-18,0.020925575867295265,-1.1727237329184792e-17,0.31917980313301086,-3.374304431102612e-19,0.11250000447034836,0.0,1.0,0.6000000238418579,0.0,0.0,15054.03515625,14291.3046875,14291.3046875,15054.03515625,-0.17243015084266664,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.3125,x,gym_env,0.020624462515115738,9.091477489084971e-21,1.0025792121887207,0.33216458559036255,5.958772145586515e-18,0.016181208193302155,-1.0099595692225425e-17,0.3211236596107483,-2.9236791808505675e-19,0.125,0.0,1.0,0.6000000238418579,0.0,0.0,14202.5419921875,15061.7421875,15061.7421875,14202.5419921875,-0.7757334834456444,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.3333333333333333,x,gym_env,0.028365079313516617,1.5928386330716582e-19,1.0028425455093384,0.3978247344493866,8.042504215105064e-18,0.010274942964315414,-1.0633482047804913e-17,0.3264310359954834,-2.7983887184065747e-19,0.13750000298023224,0.0,1.0,0.6000000238418579,0.0,0.0,15033.97265625,14174.7724609375,14174.7724609375,15033.97265625,-0.8077343112945556,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.35416666666666663,x,gym_env,0.037481918931007385,3.543822431442225e-19,1.0029693841934204,0.46429288387298584,1.0283058561825399e-17,0.0032348213717341423,-1.1964808564193697e-17,0.32898783683776855,-2.391466004855121e-19,0.15000000596046448,0.0,1.0,0.6000000238418579,0.0,0.0,15016.4443359375,14157.2451171875,14157.2451171875,15016.4443359375,-0.12646967346668242,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.375,x,gym_env,0.047984227538108826,5.995401460869165e-19,1.0029423236846924,0.5304558277130127,1.2794036448762794e-17,-0.004256142303347588,-1.3240346711349455e-17,0.31779012084007263,-2.234102874317349e-20,0.16250000894069672,0.0,1.0,0.6000000238418579,0.0,0.0,14846.74609375,14320.783203125,14320.783203125,14846.74609375,-0.23689403190612796,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.3958333333333333,x,gym_env,0.059833452105522156,9.008859206491058e-19,1.002766728401184,0.5937803983688354,1.56446505593114e-17,-0.011046001687645912,-1.6347553902273235e-17,0.2960661053657532,3.7370660397013906e-19,0.17500001192092896,0.0,1.0,0.6000000238418579,0.0,0.0,14163.359375,15022.5595703125,15022.5595703125,14163.359375,-0.66403897793293,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.41666666666666663,x,gym_env,0.07294897735118866,1.2699971744249948e-18,1.0024709701538086,0.6528180837631226,1.9209946237563983e-17,-0.016130724921822548,-2.0545669218908486e-17,0.27926671504974365,7.417335273605476e-19,0.1875000149011612,0.0,1.0,0.6000000238418579,0.0,0.0,15022.494140625,14163.294921875,14163.294921875,15022.494140625,-0.8038846348285675,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.4375,x,gym_env,0.08725075423717499,1.7243712072131294e-18,1.0020817518234253,0.7085040807723999,2.3638891267215832e-17,-0.02026219479739666,-2.2829543014308223e-17,0.25973930954933167,1.2534489092829886e-18,0.20000000298023224,0.0,1.0,0.6000000238418579,0.0,0.0,15026.9287109375,14167.728515625,14167.728515625,15026.9287109375,-0.12483339706659317,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.4583333333333333,x,gym_env,0.10266045480966568,2.276353069270404e-18,1.0016220808029175,0.7596439123153687,2.8382194708139884e-17,-0.023058824241161346,-2.0211010141043008e-17,0.22649942338466644,2.0761122885108642e-18,0.21250000596046448,0.0,1.0,0.6000000238418579,0.0,0.0,14188.48828125,15047.6884765625,15047.6884765625,14188.48828125,-0.8114050395011903,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.47916666666666663,x,gym_env,0.11905248463153839,2.9201628360666046e-18,1.0011320114135742,0.8039824366569519,3.24568731706863e-17,-0.02362978458404541,-1.5773371443153226e-17,0.19609957933425903,2.7198039752746228e-18,0.22500000894069672,0.0,1.0,0.6000000238418579,0.0,0.0,14194.345703125,15053.5458984375,15053.5458984375,14194.345703125,-0.1297869167089462,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.5,x,gym_env,0.13629232347011566,3.637503582644788e-18,1.000648021697998,0.8426219820976257,3.5627181834638685e-17,-0.02285056747496128,-1.087509736882859e-17,0.179530531167984,3.030657622291438e-18,0.23750001192092896,0.0,1.0,0.6000000238418579,0.0,0.0,15034.8857421875,14175.685546875,14175.685546875,15034.8857421875,-0.8122381395816803,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.5208333333333333,x,gym_env,0.15429198741912842,4.406501551681754e-18,1.0001819133758545,0.8777997493743896,3.752017474029894e-17,-0.02198169007897377,-6.237940639239486e-19,0.16023759543895721,3.2243554044056835e-18,0.25,0.0,1.0,0.6000000238418579,0.0,0.0,15026.9404296875,14167.740234375,14167.740234375,15026.9404296875,-0.12963582451343536,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.5416666666666666,x,gym_env,0.17297124862670898,5.188509417392955e-18,0.9997398853302002,0.9083388447761536,3.7246205903976475e-17,-0.020587773993611336,1.0127661103228737e-17,0.12722687423229218,3.186050738189884e-18,0.26250001788139343,0.0,1.0,0.6000000238418579,0.0,0.0,14352.1962890625,14874.32421875,14874.32421875,14352.1962890625,-0.6726078139543533,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.5625,x,gym_env,0.1922013908624649,5.936532154047108e-18,0.9993430972099304,0.9318529367446899,3.4709520897962157e-17,-0.017896169796586037,2.0843498907180654e-17,0.09381294250488281,2.8138564788734334e-18,0.2750000059604645,0.0,1.0,0.6000000238418579,0.0,0.0,14191.23828125,15050.4375,15050.4375,14191.23828125,-0.25032144067287443,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.5833333333333333,x,gym_env,0.21183666586875916,6.603596656199165e-18,0.999015748500824,0.9488639235496521,2.99438719999706e-17,-0.01419546827673912,3.0218664708183164e-17,0.07207683473825455,2.372184631571663e-18,0.2875000238418579,0.0,1.0,0.6000000238418579,0.0,0.0,15031.22265625,14172.0224609375,14172.0224609375,15031.22265625,-0.7973008368968963,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.6041666666666666,x,gym_env,0.231768399477005,7.146900049462263e-18,0.9987632632255554,0.961396336555481,2.3240640198218502e-17,-0.010698986239731312,4.039306565192421e-17,0.047629501670598984,1.6308682617337837e-18,0.30000001192092896,0.0,1.0,0.6000000238418579,0.0,0.0,15021.08203125,14161.8818359375,14161.8818359375,15021.08203125,-0.11145382909774779,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.625,x,gym_env,0.25189486145973206,7.5249745289582e-18,0.9985836744308472,0.9682412147521973,1.451433803075974e-17,-0.007196593098342419,4.7341581320716654e-17,0.009484702721238136,9.47663992415351e-20,0.3125,0.0,1.0,0.6000000238418579,0.0,0.0,14171.728515625,15030.9287109375,15030.9287109375,14171.728515625,-0.7828512407064439,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.6458333333333333,x,gym_env,0.27206525206565857,7.70303177325514e-18,0.9984830021858215,0.9670422673225403,4.421557479601138e-18,-0.003252754220739007,5.3271083266737674e-17,-0.02580886334180832,-1.5201627512479024e-18,0.32500001788139343,0.0,1.0,0.6000000238418579,0.0,0.0,14166.75,15025.9501953125,15025.9501953125,14166.75,-0.09072486195564271,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.6666666666666666,x,gym_env,0.29212141036987305,7.655343156580232e-18,0.9984618425369263,0.9590896368026733,-6.949266748788643e-18,0.00045312781003303826,5.949649418764851e-17,-0.047278884798288345,-2.629691126138249e-18,0.3375000059604645,0.0,1.0,0.6000000238418579,0.0,0.0,14489.5400390625,14654.603515625,14654.603515625,14489.5400390625,-0.3552661756038666,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.6875,x,gym_env,0.3119581341743469,7.356101471002437e-18,0.9985049962997437,0.9471307992935181,-1.9458596729697423e-17,0.0031293954234570265,6.545619153475017e-17,-0.06163341924548149,-3.4348166220187754e-18,0.3500000238418579,0.0,1.0,0.6000000238418579,0.0,0.0,14979.1630859375,14119.962890625,14119.962890625,14979.1630859375,-0.47801322612762454,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.7083333333333333,x,gym_env,0.3315081298351288,6.781507489527683e-18,0.9985959529876709,0.9321057796478271,-3.317568981427243e-17,0.0051550897769629955,7.281803942946801e-17,-0.08313833177089691,-4.834804919513749e-18,0.36250001192092896,0.0,1.0,0.6000000238418579,0.0,0.0,14108.0361328125,14967.236328125,14967.236328125,14108.0361328125,-0.74606034822464,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.7291666666666666,x,gym_env,0.350691020488739,5.9027906296804574e-18,0.9987207055091858,0.9126080274581909,-4.842534674183873e-17,0.006491399370133877,8.208261449129463e-17,-0.10186708718538284,-6.1544040827680625e-18,0.375,0.0,1.0,0.6000000238418579,0.0,0.0,14096.0947265625,14955.294921875,14955.294921875,14096.0947265625,-0.05861689100265503,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.75,x,gym_env,0.3694230318069458,4.6838374266876145e-18,0.9988648891448975,0.8899120092391968,-6.546772574121161e-17,0.007178871426731348,9.125614012873631e-17,-0.10687829554080963,-6.45261923720568e-18,0.38750001788139343,0.0,1.0,0.6000000238418579,0.0,0.0,14938.2333984375,14079.033203125,14079.033203125,14938.2333984375,-0.7274914777994156,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.7708333333333333,x,gym_env,0.3876701891422272,3.0868471741215527e-18,0.9990159273147583,0.8664076924324036,-8.440439135672277e-17,0.007289116270840168,1.0262005988055312e-16,-0.1146143227815628,-7.085707709287428e-18,0.4000000059604645,0.0,1.0,0.6000000238418579,0.0,0.0,14606.349609375,14390.728515625,14390.728515625,14606.349609375,-0.2989958995580673,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.7916666666666666,x,gym_env,0.40540802478790283,1.0674217797841006e-18,0.9991613030433655,0.841041624546051,-1.0561565807296695e-16,0.006724106147885323,1.1517669466633258e-16,-0.12986400723457336,-8.61916738888212e-18,0.4125000238418579,0.0,1.0,0.6000000238418579,0.0,0.0,14066.8076171875,14926.0068359375,14926.0068359375,14066.8076171875,-0.4719221036195755,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.8125,x,gym_env,0.4225803017616272,-1.4259434673580857e-18,0.9992915987968445,0.8127580285072327,-1.2944116624945842e-16,0.005896357353776693,1.290101455933142e-16,-0.1382664144039154,-9.514154477787957e-18,0.42500001192092896,0.0,1.0,0.6000000238418579,0.0,0.0,14061.0751953125,14920.275390625,14920.275390625,14061.0751953125,-0.04624207081794739,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.8333333333333333,x,gym_env,0.43914538621902466,-4.449151811245601e-18,0.9994001388549805,0.7834076881408691,-1.558703809139157e-16,0.004754573572427034,1.3992294750882417e-16,-0.13300229609012604,-8.686059003477446e-18,0.4375000298023224,0.0,1.0,0.6000000238418579,0.0,0.0,14916.236328125,14057.0361328125,14057.0361328125,14916.236328125,-0.7282701677799225,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
0.8541666666666666,x,gym_env,0.45511287450790405,-8.049710612601626e-18,0.999485194683075,0.7553144693374634,-1.8436266343541905e-16,0.003661183640360832,1.4846784235050516e-16,-0.13047540187835693,-8.229348599049155e-18,0.45000001788139343,0.0,1.0,0.6000000238418579,0.0,0.0,14536.6923828125,14430.4150390625,14430.4150390625,14536.6923828125,-0.3407907411336899,0.0,0.0,0.0,30.5,1.5,11.0,30.5,1.5,11.0,300.0,15.0,7.333333333333333
