mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,axis,search_factor
4.508480966712037,5.919974141564402,649.2212592065334,12.517409592866898,143.0,11.594329746706144,40215902221.187416,143.0,9404.72881610577,4.686757738503726,-12.732336545457194,0.0,1000000000000.0,180.0,15.0,7.333333333333333,z,b0
4.508480966712037,5.919974141564402,649.2212592065334,12.517409592866898,143.0,11.594329746706144,40215902221.187416,143.0,9404.72881610577,4.686757738503726,-12.732336545457194,0.0,1000000000000.0,240.0,15.0,7.333333333333333,z,b0
4.508480966712037,5.919974141564402,649.2212592065334,12.517409592866898,143.0,11.594329746706144,40215902221.187416,143.0,9404.72881610577,4.686757738503726,-12.732336545457194,0.0,1000000000000.0,300.0,15.0,7.333333333333333,z,b0
4.508480966712037,5.919974141564402,649.2212592065334,12.517409592866898,143.0,11.594329746706144,40215902221.187416,143.0,9404.72881610577,4.686757738503726,-12.732336545457194,0.0,1000000000000.0,360.0,15.0,7.333333333333333,z,b0
4.508480966712037,5.919974141564402,649.2212592065334,12.517409592866898,143.0,11.594329746706144,40215902221.187416,143.0,9404.72881610577,4.686757738503726,-12.732336545457194,0.0,1000000000000.0,420.0,15.0,7.333333333333333,z,b0
4.199494550832444,5.529718795726948,604.7272153198719,11.712364464998245,143.0,10.82725114268916,39835586544.47569,143.0,8891.743607954546,4.398151450775991,-11.970132316906327,0.0,1000000000000.0,180.0,9.0,7.333333333333333,z,omega_c
3.8407544388125343,5.171627599760128,553.0686391890049,11.306360512971878,143.0,10.37800500861236,39835586544.47569,143.0,9233.733746722028,4.35579123841063,-11.860064336338246,0.0,1000000000000.0,180.0,12.0,7.333333333333333,z,omega_c
4.508480966712037,5.919974141564402,649.2212592065334,12.517409592866898,143.0,11.594329746706144,40215902221.187416,143.0,9404.72881610577,4.686757738503726,-12.732336545457194,0.0,1000000000000.0,180.0,15.0,7.333333333333333,z,omega_c
4.223273954250747,5.5539325310124585,608.1514494121075,11.720528870821,143.0,10.849924681442126,39835586544.47569,143.0,9490.22635079764,4.389563398995421,-12.46947004373595,0.0,1000000000000.0,180.0,17.25,7.333333333333333,z,omega_c
4.4399610590189695,5.834786804239636,639.3543924987316,12.313720017671585,143.0,11.399369629366056,40215902221.187416,143.0,9575.723885489511,4.609939200330777,-12.788212638516974,0.0,1000000000000.0,180.0,19.5,7.333333333333333,z,omega_c
7.472776070858041,9.776624074832934,1076.079754203558,20.384127885103226,143.0,18.922180633459774,48963162785.55711,143.0,8122.26579572771,7.571679537145156,-15.13194374862071,0.0,1000000000000.0,180.0,9.0,5.133333333333333,z,k
3.8199139893468885,5.15014031574575,550.0676144659519,11.241351395845413,143.0,10.315912568143435,39835586544.47569,143.0,8549.753469187062,4.334674329635204,-11.292465707746086,0.0,1000000000000.0,180.0,9.0,6.2333333333333325,z,k
4.199494550832444,5.529718795726948,604.7272153198719,11.712364464998245,143.0,10.82725114268916,39835586544.47569,143.0,8891.743607954546,4.398151450775991,-11.970132316906327,0.0,1000000000000.0,180.0,9.0,7.333333333333333,z,k
4.178109675852789,5.5637553953709755,601.6477933228016,11.948384553194046,143.0,11.026236242481641,40215902221.187416,143.0,9062.738677338286,4.5404762086001655,-12.098370149070096,0.0,1000000000000.0,180.0,9.0,8.433333333333332,z,k
3.8407544388125343,5.171627599760128,553.0686391890049,11.306360512971878,143.0,10.37800500861236,39835586544.47569,143.0,9233.733746722028,4.35579123841063,-11.860064336338246,0.0,1000000000000.0,180.0,9.0,9.533333333333333,z,k
