controller,mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,backend
pid_pos_att,0.009957683058980038,0.02572510939309169,3.8237502946483346,0.011425890028476715,119.0,0.0026063691628606697,80363156836.81729,119.0,1.1066327207082245,0.05607674484779289,-0.29206068846267846,gym_env
ladrc_x_pos_pid_att,0.010369322566309217,0.02579427199438325,3.9818198654627395,0.019251056015491486,118.0,0.000938779625453447,80379604006.43723,118.0,1.269037869206919,0.06336274085671482,-0.29350168198246357,gym_env
