controller,mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,backend
pid_pos_att,0.025063036298892644,0.03999123215059745,6.1404438932286975,0.11985248327255249,176.0,0.005675282950202624,51552719233.21091,176.0,7.646758532914959,0.1945566336610703,-0.40181446982615904,gym_env
ladrc_x_pos_pid_att_default,0.1644707209329646,0.1874961607118927,40.295326628576326,0.309237539768219,244.0,0.23148718798377863,51346571724.24347,244.0,2.382228163422131,0.22931484891365755,-0.5447371032056167,gym_env
ladrc_x_pos_pid_att_retuned,0.1685026001716074,0.19269882002931576,41.28313704204381,0.30930259823799133,244.0,0.24594444571994245,51322184531.25537,244.0,1.9747574602971312,0.2216407825433427,-0.552700202936962,gym_env
