controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,1.2,0.11148735609869719,0.06859312063255392,0.4874303297274949
pid_pos_att,1,96,120,0.0,0.23124835292966295,0.21295796831448874,0.8016479921413434
ladrc_x_pos_pid_att_default,0,0,96,1.2,0.43664791095258404,0.4198579367033671,0.5083863472243734
ladrc_x_pos_pid_att_default,1,96,120,0.0,0.19480242501589026,0.15644865234692892,1.1301577365550524
ladrc_x_pos_pid_att_retuned,0,0,96,1.2,0.2019368758677819,0.1846214537608617,0.5502267528012592
ladrc_x_pos_pid_att_retuned,1,96,120,0.0,0.08741578653491029,0.07908432682355244,0.5346585367655253
