mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,omega_o,r,end_vx_mean,negative_tail_velocity,max_tail_pitch_abs,tail_rpm_edge_fraction,tail_same_rpm_fraction,unstable_tail,hold_steady_state_error,name
0.16494226002552256,0.18777927073876505,19.79307120306271,0.23164796829223633,119.0,0.21650167306264242,26100918115.432693,119.0,62.78030626313025,0.594301783111825,-0.622154113531694,1.0,0.2638807459889882,24.0,2.0,5.0,10.0,70.0,0.04699037890532054,0.0,0.41504162549972534,0.0,0.0,0.0,0.1461997628211975,coarse_b24_wc2_k5_r70
0.1540680061616039,0.1809060034793923,18.48816073939247,0.12595343589782715,119.0,0.07637973626454671,28261412446.496094,119.0,238.8533556000525,0.8199452374749916,-0.6154018971097592,1.0,0.27169434968087286,18.0,2.0,5.0,10.0,70.0,1.3318530470132828,0.0,0.6321995258331299,0.0,0.0,0.0,0.11062261462211609,coarse_b18_wc2_k5_r70
0.16987652680437768,0.19112991499219464,20.38518321652532,0.26854801177978516,119.0,0.2458417018254598,25952685361.38243,119.0,39.404826188287814,0.5905449496302128,-0.6137437257597969,1.0,0.2719110039959258,30.5,2.0,8.0,16.0,70.0,0.13366540288552642,0.0,0.4938623309135437,0.0,0.0,0.0,0.1619535187880198,coarse_b30.5_wc2_k8_r70
0.17147390408470642,0.19404997278108405,20.57686849016477,0.2572026252746582,119.0,0.24121910333633423,25936725874.9395,119.0,45.715446920955884,0.5924803678941086,-0.6291777947018474,1.0,0.27382807307100476,30.5,2.0,6.5,13.0,70.0,0.05035218127886765,0.0,0.44220051169395447,0.0,0.0,0.0,0.16370129585266113,coarse_b30.5_wc2_k6.5_r70
0.16836535289638163,0.1899758631139307,20.203842347565796,0.2872786521911621,119.0,0.2580360770225525,26322233615.451706,119.0,114.89265608587185,0.6354942369208215,-0.6295834099027764,1.0,0.28011242137900266,24.0,2.0,6.5,13.0,70.0,0.16405237838625908,0.0,0.6614100933074951,0.0,0.0,0.0,0.16700505216916403,coarse_b24_wc2_k6.5_r70
0.17596631933774726,0.19994240639182692,21.11595832052967,0.2841451168060303,119.0,0.2643805940945943,25824299438.24915,119.0,34.203621487657564,0.5983803549277839,-0.6185871298369765,1.0,0.28389600440740037,37.5,2.0,8.0,16.0,70.0,0.10703755356371403,0.0,0.45711612701416016,0.0,0.0,0.0,0.17814328273137411,coarse_b37.5_wc2_k8_r70
0.17351386308885708,0.19241724790801937,20.82166357066285,0.2984166145324707,119.0,0.2765227158864339,26390741093.704514,119.0,133.59771779805672,0.6494458435080855,-0.6074953169185326,1.0,0.28868885932620847,24.0,2.0,8.0,16.0,70.0,-0.04147036711219698,0.0,0.7636581063270569,0.0,0.0,0.0,0.1837038199106852,coarse_b24_wc2_k8_r70
0.16730216505904044,0.220231093865343,20.076259807084853,0.2742464542388916,119.0,0.2084359129269918,25542330024.8721,119.0,40.58127215730042,0.6566666547784479,-0.6661800131021192,1.0,0.29442188706324374,30.5,2.0,2.0,4.0,70.0,0.5654277876019478,0.0,0.2633551359176636,0.0,0.0,0.0,0.13446544607480368,coarse_b30.5_wc2_k2_r70
0.18126339548978762,0.2053068612884899,21.751607458774515,0.299593448638916,119.0,0.28375981251398724,25980549057.987137,119.0,60.170172170430675,0.638330516534473,-0.6643766706277678,1.0,0.29882994600636753,30.5,2.0,5.0,10.0,70.0,-0.0007120184600353241,0.0,0.4975017309188843,0.0,0.0,0.0,0.19642581542332968,coarse_b30.5_wc2_k5_r70
0.18201410526453213,0.2077763668915821,21.841692631743854,0.3125488758087158,119.0,0.2921706636746724,25857240582.078976,119.0,36.69365480567227,0.6304868882890147,-0.6414955995006859,1.0,0.3007360970906878,37.5,2.0,6.5,13.0,70.0,0.1002039834856987,0.0,0.4880577623844147,0.0,0.0,0.0,0.19837669531504312,coarse_b37.5_wc2_k6.5_r70
