step,target_x,target_y,target_z,target_vx,target_vy,target_vz
0.0,0.0,0.0,1.0,0.10000000149011612,0.0,0.0
1.0,0.0020833334419876337,0.0,1.0,0.10000000149011612,0.0,0.0
2.0,0.004166666883975267,0.0,1.0,0.10000000149011612,0.0,0.0
3.0,0.0062500000931322575,0.0,1.0,0.10000000149011612,0.0,0.0
4.0,0.008333333767950535,0.0,1.0,0.10000000149011612,0.0,0.0
5.0,0.010416666977107525,0.0,1.0,0.10000000149011612,0.0,0.0
6.0,0.012500000186264515,0.0,1.0,0.10000000149011612,0.0,0.0
7.0,0.014583333395421505,0.0,1.0,0.10000000149011612,0.0,0.0
8.0,0.01666666753590107,0.0,1.0,0.10000000149011612,0.0,0.0
9.0,0.01875000074505806,0.0,1.0,0.10000000149011612,0.0,0.0
10.0,0.02083333395421505,0.0,1.0,0.10000000149011612,0.0,0.0
11.0,0.02291666716337204,0.0,1.0,0.10000000149011612,0.0,0.0
12.0,0.02500000037252903,0.0,1.0,0.10000000149011612,0.0,0.0
13.0,0.02708333358168602,0.0,1.0,0.10000000149011612,0.0,0.0
14.0,0.02916666679084301,0.0,1.0,0.10000000149011612,0.0,0.0
15.0,0.03125,0.0,1.0,0.10000000149011612,0.0,0.0
16.0,0.03333333507180214,0.0,1.0,0.10000000149011612,0.0,0.0
17.0,0.03541666641831398,0.0,1.0,0.10000000149011612,0.0,0.0
18.0,0.03750000149011612,0.0,1.0,0.10000000149011612,0.0,0.0
19.0,0.03958333283662796,0.0,1.0,0.10000000149011612,0.0,0.0
20.0,0.0416666679084301,0.0,1.0,0.10000000149011612,0.0,0.0
21.0,0.04374999925494194,0.0,1.0,0.10000000149011612,0.0,0.0
22.0,0.04583333432674408,0.0,1.0,0.10000000149011612,0.0,0.0
23.0,0.04791666567325592,0.0,1.0,0.10000000149011612,0.0,0.0
24.0,0.05000000074505806,0.0,1.0,0.10000000149011612,0.0,0.0
25.0,0.0520833358168602,0.0,1.0,0.10000000149011612,0.0,0.0
26.0,0.05416666716337204,0.0,1.0,0.10000000149011612,0.0,0.0
27.0,0.05625000223517418,0.0,1.0,0.10000000149011612,0.0,0.0
28.0,0.05833333358168602,0.0,1.0,0.10000000149011612,0.0,0.0
29.0,0.06041666865348816,0.0,1.0,0.10000000149011612,0.0,0.0
30.0,0.0625,0.0,1.0,0.10000000149011612,0.0,0.0
31.0,0.06458333134651184,0.0,1.0,0.10000000149011612,0.0,0.0
32.0,0.06666667014360428,0.0,1.0,0.10000000149011612,0.0,0.0
33.0,0.06875000149011612,0.0,1.0,0.10000000149011612,0.0,0.0
34.0,0.07083333283662796,0.0,1.0,0.10000000149011612,0.0,0.0
35.0,0.0729166641831398,0.0,1.0,0.10000000149011612,0.0,0.0
36.0,0.07500000298023224,0.0,1.0,0.10000000149011612,0.0,0.0
37.0,0.07708333432674408,0.0,1.0,0.10000000149011612,0.0,0.0
38.0,0.07916666567325592,0.0,1.0,0.10000000149011612,0.0,0.0
39.0,0.08125000447034836,0.0,1.0,0.10000000149011612,0.0,0.0
40.0,0.0833333358168602,0.0,1.0,0.10000000149011612,0.0,0.0
41.0,0.08541666716337204,0.0,1.0,0.10000000149011612,0.0,0.0
42.0,0.08749999850988388,0.0,1.0,0.10000000149011612,0.0,0.0
43.0,0.08958333730697632,0.0,1.0,0.10000000149011612,0.0,0.0
44.0,0.09166666865348816,0.0,1.0,0.10000000149011612,0.0,0.0
45.0,0.09375,0.0,1.0,0.10000000149011612,0.0,0.0
46.0,0.09583333134651184,0.0,1.0,0.10000000149011612,0.0,0.0
47.0,0.09791667014360428,0.0,1.0,0.10000000149011612,0.0,0.0
48.0,0.10000000149011612,0.0,1.0,0.10000000149011612,0.0,0.0
49.0,0.10208333283662796,0.0,1.0,0.10000000149011612,0.0,0.0
50.0,0.1041666716337204,0.0,1.0,0.10000000149011612,0.0,0.0
51.0,0.10625000298023224,0.0,1.0,0.10000000149011612,0.0,0.0
52.0,0.10833333432674408,0.0,1.0,0.10000000149011612,0.0,0.0
53.0,0.11041666567325592,0.0,1.0,0.10000000149011612,0.0,0.0
54.0,0.11250000447034836,0.0,1.0,0.10000000149011612,0.0,0.0
55.0,0.1145833358168602,0.0,1.0,0.10000000149011612,0.0,0.0
56.0,0.11666666716337204,0.0,1.0,0.10000000149011612,0.0,0.0
57.0,0.11874999850988388,0.0,1.0,0.10000000149011612,0.0,0.0
58.0,0.12083333730697632,0.0,1.0,0.10000000149011612,0.0,0.0
59.0,0.12291666865348816,0.0,1.0,0.10000000149011612,0.0,0.0
60.0,0.125,0.0,1.0,0.10000000149011612,0.0,0.0
61.0,0.12708333134651184,0.0,1.0,0.10000000149011612,0.0,0.0
62.0,0.12916666269302368,0.0,1.0,0.10000000149011612,0.0,0.0
63.0,0.13125000894069672,0.0,1.0,0.10000000149011612,0.0,0.0
64.0,0.13333334028720856,0.0,1.0,0.10000000149011612,0.0,0.0
65.0,0.1354166716337204,0.0,1.0,0.10000000149011612,0.0,0.0
66.0,0.13750000298023224,0.0,1.0,0.10000000149011612,0.0,0.0
67.0,0.13958333432674408,0.0,1.0,0.10000000149011612,0.0,0.0
68.0,0.14166666567325592,0.0,1.0,0.10000000149011612,0.0,0.0
69.0,0.14374999701976776,0.0,1.0,0.10000000149011612,0.0,0.0
70.0,0.1458333283662796,0.0,1.0,0.10000000149011612,0.0,0.0
71.0,0.14791667461395264,0.0,1.0,0.10000000149011612,0.0,0.0
72.0,0.15000000596046448,0.0,1.0,0.10000000149011612,0.0,0.0
73.0,0.15208333730697632,0.0,1.0,0.10000000149011612,0.0,0.0
74.0,0.15416666865348816,0.0,1.0,0.10000000149011612,0.0,0.0
75.0,0.15625,0.0,1.0,0.10000000149011612,0.0,0.0
76.0,0.15833333134651184,0.0,1.0,0.10000000149011612,0.0,0.0
77.0,0.16041666269302368,0.0,1.0,0.10000000149011612,0.0,0.0
78.0,0.16250000894069672,0.0,1.0,0.10000000149011612,0.0,0.0
79.0,0.16458334028720856,0.0,1.0,0.10000000149011612,0.0,0.0
80.0,0.1666666716337204,0.0,1.0,0.10000000149011612,0.0,0.0
81.0,0.16875000298023224,0.0,1.0,0.10000000149011612,0.0,0.0
82.0,0.17083333432674408,0.0,1.0,0.10000000149011612,0.0,0.0
83.0,0.17291666567325592,0.0,1.0,0.10000000149011612,0.0,0.0
84.0,0.17499999701976776,0.0,1.0,0.10000000149011612,0.0,0.0
85.0,0.1770833432674408,0.0,1.0,0.10000000149011612,0.0,0.0
86.0,0.17916667461395264,0.0,1.0,0.10000000149011612,0.0,0.0
87.0,0.18125000596046448,0.0,1.0,0.10000000149011612,0.0,0.0
88.0,0.18333333730697632,0.0,1.0,0.10000000149011612,0.0,0.0
89.0,0.18541666865348816,0.0,1.0,0.10000000149011612,0.0,0.0
90.0,0.1875,0.0,1.0,0.10000000149011612,0.0,0.0
91.0,0.18958333134651184,0.0,1.0,0.10000000149011612,0.0,0.0
92.0,0.19166666269302368,0.0,1.0,0.10000000149011612,0.0,0.0
93.0,0.19375000894069672,0.0,1.0,0.10000000149011612,0.0,0.0
94.0,0.19583334028720856,0.0,1.0,0.10000000149011612,0.0,0.0
95.0,0.1979166716337204,0.0,1.0,0.10000000149011612,0.0,0.0
