0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,4.694763569715606718e+04
4.166666666666666435e-02,4.382066618806851329e+04
6.250000000000000000e-02,4.200275838768105314e+04
8.333333333333332871e-02,4.093948742559422681e+04
1.041666666666666574e-01,4.014651622525884886e+04
1.250000000000000000e-01,4.253016171620265231e+04
1.458333333333333148e-01,4.149583553823236434e+04
1.666666666666666574e-01,4.046445127147594030e+04
1.875000000000000000e-01,3.969411728032361134e+04
2.083333333333333148e-01,3.930098204093545064e+04
2.291666666666666574e-01,3.930391631264360331e+04
2.500000000000000000e-01,3.965546644439713418e+04
2.708333333333333148e-01,4.026402864697750192e+04
2.916666666666666297e-01,4.101159965284131613e+04
3.125000000000000000e-01,4.177069362548011850e+04
3.333333333333333148e-01,4.242208743953413068e+04
3.541666666666666297e-01,3.967323124831404857e+04
3.750000000000000000e-01,3.968872305546738062e+04
3.958333333333333148e-01,3.934999657583032240e+04
4.166666666666666297e-01,4.208051855482552492e+04
4.375000000000000000e-01,4.036917541053231980e+04
4.583333333333333148e-01,3.832491461384436843e+04
4.791666666666666297e-01,3.808339861855113850e+04
5.000000000000000000e-01,4.001245921393511526e+04
5.208333333333332593e-01,3.938304399079077120e+04
5.416666666666666297e-01,3.759729629994174320e+04
5.625000000000000000e-01,3.812349033114121266e+04
5.833333333333332593e-01,4.068472188611618185e+04
6.041666666666666297e-01,3.847227276125752542e+04
6.250000000000000000e-01,3.750243646577047184e+04
6.458333333333332593e-01,3.967564479417111579e+04
6.666666666666666297e-01,4.015646631021566282e+04
6.875000000000000000e-01,3.759495990799435822e+04
7.083333333333332593e-01,3.763573455579614529e+04
7.291666666666666297e-01,4.087494247322353476e+04
7.500000000000000000e-01,4.088111497104950104e+04
7.708333333333332593e-01,3.767405526820664090e+04
7.916666666666666297e-01,3.769260880463763897e+04
8.125000000000000000e-01,4.092992915412130242e+04
8.333333333333332593e-01,3.956434876965195144e+04
8.541666666666666297e-01,3.772564597898857028e+04
8.750000000000000000e-01,3.917741867622776772e+04
8.958333333333332593e-01,4.092840598574154137e+04
9.166666666666666297e-01,3.861617522866417130e+04
9.375000000000000000e-01,3.765112200106916134e+04
9.583333333333332593e-01,4.082988701779735129e+04
9.791666666666666297e-01,4.078268924513236561e+04
1.000000000000000000e+00,3.751815892369929497e+04
1.020833333333333259e+00,3.748753110474348068e+04
1.041666666666666519e+00,4.068658518368481600e+04
1.062500000000000000e+00,4.065546222845881130e+04
1.083333333333333259e+00,3.740219739119942824e+04
1.104166666666666519e+00,3.737818144207618025e+04
1.125000000000000000e+00,4.058204073236729164e+04
1.145833333333333259e+00,4.055684597104012209e+04
1.166666666666666519e+00,3.730952445846034971e+04
1.187500000000000000e+00,3.728824786083419167e+04
1.208333333333333259e+00,4.049292229836166371e+04
1.229166666666666519e+00,4.047147554505569133e+04
1.250000000000000000e+00,3.723021167859160778e+04
1.270833333333333259e+00,3.721148314948626648e+04
1.291666666666666519e+00,4.041555935200415115e+04
1.312500000000000000e+00,4.039742014044900861e+04
1.333333333333333259e+00,3.716340848198940512e+04
1.354166666666666519e+00,3.714777334738568607e+04
1.375000000000000000e+00,4.035043866334079212e+04
1.395833333333333259e+00,4.033557210288498027e+04
1.416666666666666519e+00,3.711008321282091492e+04
1.437500000000000000e+00,3.709813344511927426e+04
1.458333333333333259e+00,4.029884499788377434e+04
1.479166666666666519e+00,4.028721295101220312e+04
1.500000000000000000e+00,3.707135132278822130e+04
1.520833333333333259e+00,3.798142397436814645e+04
1.541666666666666519e+00,4.026910044218318944e+04
1.562500000000000000e+00,4.014093163621312851e+04
1.583333333333333259e+00,3.705300699305208400e+04
1.604166666666666519e+00,3.704909787647034682e+04
1.625000000000000000e+00,4.025644168916401395e+04
1.645833333333333259e+00,4.002004146395692078e+04
1.666666666666666519e+00,3.705273562418658548e+04
1.687500000000000000e+00,3.705254015923834231e+04
1.708333333333333259e+00,4.026259090921536699e+04
1.729166666666666519e+00,4.026055572957436380e+04
1.750000000000000000e+00,3.705642483613306104e+04
1.770833333333333259e+00,3.705432433484264766e+04
1.791666666666666519e+00,4.025767621585302550e+04
1.812500000000000000e+00,4.026600818773634819e+04
1.833333333333333259e+00,3.705416086799001641e+04
1.854166666666666519e+00,3.704602004073021817e+04
1.875000000000000000e+00,4.027372016447254282e+04
1.895833333333333259e+00,4.024943758987582260e+04
1.916666666666666519e+00,3.704561411731488624e+04
1.937500000000000000e+00,3.708855023296595027e+04
1.958333333333333259e+00,4.022031656254716654e+04
1.979166666666666519e+00,4.025998585490518599e+04
2.000000000000000000e+00,3.712759959358128253e+04
2.020833333333333037e+00,3.693440475716091169e+04
2.041666666666666519e+00,4.031851414287143416e+04
2.062500000000000000e+00,4.037035567507353699e+04
2.083333333333333037e+00,3.673369001087603829e+04
2.104166666666666519e+00,3.735346633668368304e+04
2.125000000000000000e+00,4.035665755966727011e+04
2.145833333333333037e+00,3.953203234039953531e+04
2.166666666666666519e+00,3.812962554906515288e+04
2.187500000000000000e+00,3.672095556609553023e+04
2.208333333333333037e+00,3.886843707752284536e+04
2.229166666666666519e+00,4.186725267463154159e+04
2.250000000000000000e+00,3.847961603675851075e+04
2.270833333333333037e+00,3.546827255306566803e+04
2.291666666666666519e+00,3.853520667141560989e+04
2.312500000000000000e+00,4.194856238281789410e+04
2.333333333333333037e+00,3.846304675628038240e+04
2.354166666666666519e+00,3.557942266224052582e+04
2.375000000000000000e+00,3.859816742139796406e+04
2.395833333333333037e+00,4.223560852412443637e+04
2.416666666666666519e+00,3.840061306385893113e+04
2.437500000000000000e+00,3.516419552631997067e+04
2.458333333333333037e+00,3.911442955255251582e+04
2.479166666666666519e+00,4.186629598019631521e+04
2.500000000000000000e+00,3.765480022334816022e+04
2.520833333333333037e+00,3.599294277860439615e+04
2.541666666666666519e+00,3.892533250716356270e+04
2.562500000000000000e+00,4.088573858522213413e+04
2.583333333333333037e+00,3.907038348817956285e+04
2.604166666666666519e+00,3.644929203894462989e+04
2.625000000000000000e+00,3.715200099202837009e+04
2.645833333333333037e+00,4.176771825919667754e+04
2.666666666666666519e+00,4.061337156121886073e+04
2.687500000000000000e+00,3.385306381707501714e+04
2.708333333333333037e+00,3.840266118524639023e+04
2.729166666666666519e+00,4.502239330260222778e+04
2.750000000000000000e+00,3.688139498895918223e+04
2.770833333333333037e+00,3.226111652313762897e+04
2.791666666666666519e+00,4.171785566726239631e+04
2.812500000000000000e+00,4.403599332621708891e+04
2.833333333333333037e+00,3.474058824912648561e+04
2.854166666666666519e+00,3.263597935728352968e+04
2.875000000000000000e+00,4.175737657183600822e+04
2.895833333333333037e+00,4.425433405102472170e+04
2.916666666666666519e+00,3.535814715504427295e+04
2.937500000000000000e+00,3.214746248077026758e+04
2.958333333333333037e+00,4.174058644799696776e+04
2.979166666666666519e+00,4.373238228855649504e+04
3.000000000000000000e+00,3.535117237886229123e+04
3.020833333333333037e+00,3.214327119644162303e+04
3.041666666666666519e+00,4.173918271611816454e+04
3.062500000000000000e+00,4.494280982126299932e+04
3.083333333333333037e+00,3.534541193241312430e+04
3.104166666666666519e+00,3.284539655523424881e+04
3.125000000000000000e+00,4.174860200373253610e+04
3.145833333333333037e+00,4.494691604978744726e+04
3.166666666666666519e+00,3.440399891365511576e+04
3.187500000000000000e+00,3.233288137975099380e+04
3.208333333333333037e+00,4.174626027575144690e+04
3.229166666666666519e+00,4.494827882157803106e+04
3.250000000000000000e+00,3.535264574562977214e+04
3.270833333333333037e+00,3.214923877281684327e+04
3.291666666666666519e+00,4.174262902429897804e+04
3.312500000000000000e+00,4.481267168456568470e+04
3.333333333333333037e+00,3.534821442779567587e+04
3.354166666666666519e+00,3.214805774820977240e+04
3.375000000000000000e+00,4.174305932359545113e+04
3.395833333333333037e+00,4.485587970684824541e+04
3.416666666666666519e+00,3.483327178290282609e+04
3.437500000000000000e+00,3.215003031904514137e+04
3.458333333333333037e+00,4.174422725440608338e+04
3.479166666666666519e+00,4.494354529872845160e+04
3.500000000000000000e+00,3.487717353387934418e+04
3.520833333333333037e+00,3.214641120995686288e+04
3.541666666666666519e+00,4.174226127655533492e+04
3.562500000000000000e+00,4.483493249458992796e+04
3.583333333333333037e+00,3.464380016223626444e+04
3.604166666666666519e+00,3.214795637156036173e+04
3.625000000000000000e+00,4.174570999865119666e+04
3.645833333333333037e+00,4.494998588035057765e+04
3.666666666666666519e+00,3.534778998913639225e+04
3.687500000000000000e+00,3.214057754708244465e+04
3.708333333333333037e+00,4.174125124584720470e+04
3.729166666666666519e+00,4.434743205769322958e+04
3.750000000000000000e+00,3.426170419701363426e+04
3.770833333333333037e+00,3.215424465846711610e+04
3.791666666666666519e+00,4.211393288376083365e+04
3.812500000000000000e+00,4.496364673020358168e+04
3.833333333333333037e+00,3.535627775628477684e+04
3.854166666666666519e+00,3.214928097821304254e+04
3.875000000000000000e+00,4.174921415430600609e+04
3.895833333333333037e+00,4.494981593493270339e+04
3.916666666666666519e+00,3.534639768160086533e+04
3.937500000000000000e+00,3.214254707088682335e+04
3.958333333333333037e+00,4.174215216876346676e+04
3.979166666666666519e+00,4.418306823224146501e+04
4.000000000000000000e+00,3.508246935842716630e+04
4.020833333333333037e+00,3.214813231205334523e+04
4.041666666666666075e+00,4.174669900414843141e+04
4.062500000000000000e+00,4.494963953338998544e+04
4.083333333333333037e+00,3.534849349010890000e+04
4.104166666666666075e+00,3.214337781892404382e+04
4.125000000000000000e+00,4.174127577988443954e+04
4.145833333333333037e+00,4.494427087346532062e+04
4.166666666666666075e+00,3.406903624765915447e+04
4.187500000000000000e+00,3.215036216262807284e+04
4.208333333333333037e+00,4.248382413917656231e+04
4.229166666666666075e+00,4.495633216290658311e+04
4.250000000000000000e+00,3.535240840227650187e+04
4.270833333333333037e+00,3.214607861619988762e+04
4.291666666666666075e+00,4.174228841534184176e+04
4.312500000000000000e+00,4.397075495844739635e+04
4.333333333333333037e+00,3.535403532700851065e+04
4.354166666666666075e+00,3.223539110535372674e+04
4.375000000000000000e+00,4.174720105704754678e+04
4.395833333333333037e+00,4.495066195236905332e+04
4.416666666666666075e+00,3.534923408415322046e+04
4.437500000000000000e+00,3.223366636884816762e+04
4.458333333333333037e+00,4.174270619630103465e+04
4.479166666666666075e+00,4.441022989427662833e+04
4.500000000000000000e+00,3.474636953029758297e+04
4.520833333333333037e+00,3.215127224829557599e+04
4.541666666666666075e+00,4.175076042594906903e+04
4.562500000000000000e+00,4.495505526403414842e+04
4.583333333333333037e+00,3.535161826660623774e+04
4.604166666666666075e+00,3.215386944911240425e+04
4.625000000000000000e+00,4.174774415770931228e+04
4.645833333333333037e+00,4.494852883752169146e+04
4.666666666666666075e+00,3.534467539534351090e+04
4.687500000000000000e+00,3.224956224816274334e+04
4.708333333333333037e+00,4.174952254397416255e+04
4.729166666666666075e+00,4.494955822405634535e+04
4.750000000000000000e+00,3.459308171981545456e+04
4.770833333333333037e+00,3.214895192268089886e+04
4.791666666666666075e+00,4.175173710897985438e+04
4.812500000000000000e+00,4.470054806480683328e+04
4.833333333333333037e+00,3.535016683796189318e+04
4.854166666666666075e+00,3.214691153541683889e+04
4.875000000000000000e+00,4.175065740684751654e+04
4.895833333333333037e+00,4.486282639850139094e+04
4.916666666666666075e+00,3.397393461820232187e+04
4.937500000000000000e+00,3.215379560066592603e+04
4.958333333333333037e+00,4.277294215772922325e+04
4.979166666666666075e+00,4.496514888852638251e+04
5.000000000000000000e+00,3.429625199226606492e+04
5.020833333333333037e+00,3.215623975821058048e+04
5.041666666666666075e+00,4.175706066544460919e+04
5.062500000000000000e+00,4.481711124920752627e+04
5.083333333333333037e+00,3.535129566506952688e+04
5.104166666666666075e+00,3.214833846531180097e+04
5.125000000000000000e+00,4.175356690504890867e+04
5.145833333333333037e+00,4.495294857190171024e+04
5.166666666666666075e+00,3.534609861926646408e+04
5.187500000000000000e+00,3.214611532409385472e+04
5.208333333333333037e+00,4.175182564616612217e+04
5.229166666666666075e+00,4.495241782724145014e+04
5.250000000000000000e+00,3.406462999210169801e+04
