controller,rmse,mae,velocity_rmse,reward
DDPG-LADRC (v=1),1.244205957681561,1.1183135288506825,1.240767204552514,-1.2900101907043113
LADRC(0.5-opt),0.0584265301676926,0.05103564097217774,0.2148228401116829,-0.07496723223611657
PID,0.0581679855540342,0.038969181332404755,0.2497074206037892,-0.07400978662857213
