controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
PID,0.054154115768880705,0.036391499744113535,0.24251217020912436,-0.07013803351554752,8.330567812443019e-05
LADRC(0.5-opt),0.05751824762328682,0.050555495690926454,0.20726594740461501,-0.0729566331137903,8.330567812443019e-05
DDPG-LADRC (best v=2),0.05639903711365677,0.04914550954458174,0.2130028706445378,-0.07171743274666369,8.330567812443019e-05
