mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,omega_o,r,end_vx_mean,negative_tail_velocity,max_tail_pitch_abs,tail_rpm_edge_fraction,tail_same_rpm_fraction,unstable_tail,hold_steady_state_error,name
0.06596872241857264,0.07534646072348483,7.916246690228718,0.04873359203338623,86.0,0.042426089445749916,25297461664.805283,86.0,417.7798918395483,0.23356131283677264,-0.7329589031695979,1.0,0.10223178859604778,30.5,1.5,11.0,16.5,90.0,0.028885941603221,0.0,0.20435936748981476,0.0,0.0,0.0,0.03095393379529317,repo_default_seeded_r
0.06392850954348243,0.07441024004253351,7.6714211452178915,0.11586344242095947,119.0,0.0872719834248225,25294595322.43194,119.0,383.7198332457983,0.3131620553272999,-0.7448170067534783,1.0,0.12245094737207861,45.0,2.0,5.0,10.0,90.0,0.24323885422199965,0.0,0.2766641676425934,0.0,0.0,0.0,0.06243013838926951,coarse_b45_wc2_k5_r90
0.06370508390773276,0.07553661142449163,7.644610068927932,0.12176328897476196,119.0,0.11294743915398915,25330057984.95508,119.0,493.9700301995798,0.28714815635557955,-0.7875308281215808,1.0,0.12300008899690466,45.0,2.0,8.0,16.0,90.0,0.015972407185472548,0.0,0.30034545063972473,0.0,0.0,0.0,0.07658891876538594,coarse_b45_wc2_k8_r90
0.058440712506200046,0.07447935113196574,7.012885500744005,0.19786757230758667,119.0,0.11683172980944316,25481825182.159657,119.0,743.472824481355,0.34814738088061514,-0.9502107553607846,1.0,0.1321784778054434,30.5,2.0,8.0,16.0,90.0,0.7166926562786102,0.0,0.27971237897872925,0.0,0.0,0.0,0.06785051027933757,coarse_b30.5_wc2_k8_r90
0.07602215001296031,0.08564136174004904,9.122658001555237,0.11537396907806396,119.0,0.04317861298720042,25288039466.498993,119.0,456.9134921546744,0.3879790212169168,-0.8056659453530982,1.0,0.1398888038854144,45.0,2.0,3.5,7.0,90.0,0.6950775384902954,0.0,0.16537724435329437,0.0,0.0,0.0,0.06969466308752696,coarse_b45_wc2_k3.5_r90
0.07678017390016786,0.08685176549742588,9.213620868020143,0.13568562269210815,119.0,0.0811377763748169,25364456015.812107,119.0,450.34739774816177,0.3904822028994152,-0.8006241424892718,1.0,0.14649305508974075,37.5,2.0,3.5,7.0,90.0,0.4722328819334507,0.0,0.21912366151809692,0.0,0.0,0.0,0.07420574376980464,coarse_b37.5_wc2_k3.5_r90
0.08682608139465439,0.10424926335283312,10.419129767358527,0.1848829984664917,119.0,0.048843046029408775,25319157775.211826,119.0,557.564001772584,0.3738651836026586,-0.8982744081547492,1.0,0.1522346338992059,45.0,2.0,2.0,4.0,90.0,0.6450164541602135,0.0,0.3014090061187744,0.0,0.0,0.0,0.033295534551143646,coarse_b45_wc2_k2_r90
0.06488384414909092,0.08333874317428547,7.78606129789091,0.260564386844635,119.0,0.1274783064921697,25616392177.228592,119.0,1593.191311876313,0.4866675067314439,-1.614245301399554,1.0,0.16419670613517082,24.0,2.0,6.5,13.0,90.0,1.1846863999962807,0.0,0.6343082785606384,0.375,0.25,0.0,0.06748813639084499,coarse_b24_wc2_k6.5_r90
0.10258302203131393,0.11530445816491827,12.309962643757672,0.20176708698272705,119.0,0.10380030175050099,25312114040.037907,119.0,377.5662708442752,0.38173685216095943,-0.8038281988962919,1.0,0.17584981236010352,37.5,2.0,2.0,4.0,90.0,-0.030770557263167575,0.0,0.09781358391046524,0.0,0.0,0.0,0.10414603104194005,coarse_b37.5_wc2_k2_r90
0.06691158741999174,0.09174330705889021,8.02939049039901,0.3437327742576599,119.0,0.18822979430357614,25576703973.551907,119.0,1647.272218848477,0.5193438951167637,-1.644443067115185,1.0,0.1866744107377021,24.0,2.0,8.0,16.0,90.0,1.3750640451908112,0.0,0.5066661834716797,0.25,0.125,0.0,0.10731817036867142,coarse_b24_wc2_k8_r90
0.09525837303772088,0.1098712937128271,11.431004764526506,0.2794312834739685,119.0,0.18379616737365723,25487760890.700184,119.0,462.46029329700633,0.5121592884538615,-0.8696921479260051,1.0,0.20337150372683793,30.5,2.0,3.5,7.0,90.0,0.8343377858400345,0.0,0.054463841021060944,0.0,0.0,0.0,0.11886182675758998,coarse_b30.5_wc2_k3.5_r90
0.11878388823885379,0.13514112671377781,14.254066588662454,0.23951119184494019,119.0,0.09244291484355927,25466796106.947636,119.0,608.1707917542017,0.482249762224584,-0.99579841669593,1.0,0.20979072320137654,30.5,2.0,2.0,4.0,90.0,0.37697435915470123,0.0,0.030669542029500008,0.0,0.0,0.0,0.13013197233279547,coarse_b30.5_wc2_k2_r90
0.1357339133901841,0.15747737318749805,16.28806960682209,0.2917860150337219,119.0,0.12859842677911124,25870755866.239323,119.0,1331.3098780527837,0.7521534974069697,-1.5409899945279832,1.0,0.27807264051840624,24.0,2.0,2.0,4.0,90.0,1.4843535721302032,0.0,0.24448873102664948,0.0,0.0,0.0,0.1469812641541163,coarse_b24_wc2_k2_r90
0.14020387883724464,0.1634907138947576,16.824465460469355,0.35255223512649536,119.0,0.2551302909851074,26281560657.447372,119.0,1199.9462480304621,0.739921357121264,-1.4397462959767258,1.0,0.29878061583753046,37.5,3.5,2.0,7.0,90.0,0.8411225154995918,0.0,0.49267280101776123,0.0,0.0,0.0,0.16790194064378738,coarse_b37.5_wc3.5_k2_r90
0.14000440499818487,0.16497849493839578,16.800528599782183,0.44418221712112427,119.0,0.19827871521313986,26075703319.17809,119.0,1805.4408276982667,0.878788272440837,-1.938699492735627,1.0,0.31770372245476725,45.0,3.5,2.0,7.0,90.0,2.187913864850998,0.0,0.5547853708267212,0.0,0.0,0.0,0.18112982312838236,coarse_b45_wc3.5_k2_r90
0.05528747788073929,0.06650328964513129,6.634497345688715,0.0637286901473999,114.0,0.041360254089037575,25445511499.358395,114.0,809.7281176142332,0.30205922948634245,-1.0222295335640976,1.0,35.10531406227692,37.5,2.0,8.0,16.0,90.0,-0.45214114151895046,1.0,0.37807023525238037,0.0,0.0,1.0,0.03740990658601125,coarse_b37.5_wc2_k8_r90
0.05746229511029431,0.06835047184544274,6.895475413235317,0.07306396961212158,114.0,0.044776578744252525,25541093621.86921,114.0,956.5928267791492,0.3349097296396493,-1.147584538439084,1.0,35.11317539344917,37.5,2.0,6.5,13.0,90.0,-0.657763909548521,1.0,0.4989911913871765,0.0,0.0,1.0,0.04175886511802673,coarse_b37.5_wc2_k6.5_r90
0.061312286700602195,0.07197100751380042,7.3574744040722635,0.08828717470169067,119.0,0.07525499165058136,25419770407.827793,119.0,654.2679597229517,0.30949708105027357,-0.9114653772567749,1.0,35.11721667870375,45.0,2.0,6.5,13.0,90.0,-0.2986570321081672,1.0,0.45813822746276855,0.0,0.0,1.0,0.05554711073637009,coarse_b45_wc2_k6.5_r90
0.06020406349824157,0.07124305631315242,7.224487619788988,0.06078821420669556,119.0,0.04175864656766256,25710881347.5868,119.0,1261.3565807182247,0.3908623756904184,-1.3746694505859351,1.0,35.12400131607638,30.5,2.0,6.5,13.0,90.0,-0.8252798542380333,1.0,0.48416411876678467,0.0,0.0,1.0,0.040376404921213783,coarse_b30.5_wc2_k6.5_r90
0.06763575752380764,0.07721260045451361,8.116290902856917,0.07408714294433594,116.0,0.05215690036614736,25560465356.020767,116.0,895.9687623096113,0.364091322542927,-1.1136327259665975,1.0,35.12722750338855,37.5,2.0,5.0,10.0,90.0,-0.4283671509474516,1.0,0.4873034954071045,0.0,0.0,1.0,0.04442703972260157,coarse_b37.5_wc2_k5_r90
0.07500290366198405,0.08386175339145834,9.000348439438085,0.10855144262313843,119.0,0.08961023886998494,25664142387.58174,119.0,1196.4095202534138,0.40091551970171185,-1.3507227167051534,1.0,35.14597848806467,30.5,2.0,5.0,10.0,90.0,-0.4523542271926999,1.0,0.5426954030990601,0.0,0.0,1.0,0.06950221707423528,coarse_b30.5_wc2_k5_r90
0.07030270149266281,0.08222364800137484,8.436324179119538,0.08588773012161255,119.0,0.049753397703170776,26003149590.997368,119.0,1621.5280659138655,0.4701892976267497,-1.6570164974467985,1.0,35.14846578700848,24.0,2.0,5.0,10.0,90.0,-0.8915125504136086,1.0,0.41589000821113586,0.0,0.0,1.0,0.0513360450665156,coarse_b24_wc2_k5_r90
0.0871457875673343,0.09800523841090507,10.457494508080117,0.13943669199943542,119.0,0.09191969037055969,26845503127.64029,119.0,1533.5171103597688,0.608801521320179,-1.5881745352591854,1.0,35.193632947083785,45.0,3.5,6.5,22.75,90.0,-1.1342804580926895,1.0,0.304100900888443,0.0,0.0,1.0,0.09098353981971741,coarse_b45_wc3.5_k6.5_r90
0.26107285927559853,0.3122333738147789,31.328743113071823,0.6040635704994202,119.0,0.1777561604976654,13766483278.161524,119.0,853.1874589679621,0.7125884164378555,-1.0950323692809092,1.0,37.417365253704936,18.0,5.0,8.0,40.0,90.0,-1.1570235301405773e-05,0.0,3.1554836823488586e-06,1.0,1.0,1.0,0.17775760839382806,coarse_b18_wc5_k8_r90
0.266076991600886,0.3679865106176882,31.92923899210632,0.8827424645423889,119.0,0.09705501794815063,17956746858.090786,119.0,833.5546957064075,1.0423766575867195,-1.1319702405373968,0.0,37.49816169429584,37.5,5.0,8.0,40.0,90.0,5.494502602232387e-06,0.0,5.146380135556683e-05,1.0,1.0,1.0,0.09705426295598348,coarse_b37.5_wc5_k8_r90
0.341090575625168,0.400522753266777,40.930869075020155,0.7179455459117889,119.0,0.32518649101257324,14122950205.355518,119.0,1284.5807428440125,0.7930730212014929,-1.5225916312520715,0.0,37.536367619443055,18.0,5.0,6.5,32.5,90.0,-1.016192442193642e-06,0.0,7.29592011339264e-06,1.0,1.0,1.0,0.3251866201559703,coarse_b18_wc5_k6.5_r90
