controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,0.4,0.029256923498466775,0.01695011467626036,0.13997971198581297
pid_pos_att,1,96,120,0.0,0.05599623195198323,0.051890768110752106,0.24895851697421667
ladrc_x_pos_pid_att_default,0,0,96,0.4,0.14308610656932166,0.13756137298507495,0.16995139706496784
ladrc_x_pos_pid_att_default,1,96,120,0.0,0.06367412051155158,0.051050372421741486,0.3495793127305688
ladrc_x_pos_pid_att_retuned,0,0,96,0.4,0.0772999084405048,0.07429756882178395,0.14213787875014733
ladrc_x_pos_pid_att_retuned,1,96,120,0.0,0.044421312356489544,0.04012034088373184,0.280603838217958
