shared_value,train_episodes,average_reward,best_reward,best_eval_rmse,best_eval_mae,best_eval_velocity_rmse,best_eval_score,checkpoint_path,best_checkpoint_path,output_dir
1,300,-408.2481785539358,-191.69983494283423,1.1707091571378296,1.0595565523022537,1.1184381382689508,1.7652415780974087,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_locked_bounds_64_66\v_1\train\ladrc_x_pos_pid_att\x\20260412_123800\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_locked_bounds_64_66\v_1\train\ladrc_x_pos_pid_att\x\20260412_123800\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_locked_bounds_64_66\v_1\train\ladrc_x_pos_pid_att\x\20260412_123800
5,300,-367.1035635576685,-186.39702131208617,0.8694879233083989,0.7126468757153032,1.2517863035643007,1.369271590521615,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_locked_bounds_64_66\v_5\train\ladrc_x_pos_pid_att\x\20260412_123928\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_locked_bounds_64_66\v_5\train\ladrc_x_pos_pid_att\x\20260412_123928\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_locked_bounds_64_66\v_5\train\ladrc_x_pos_pid_att\x\20260412_123928
