mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,omega_o,r,end_vx_mean,negative_tail_velocity,max_tail_pitch_abs,tail_rpm_edge_fraction,tail_same_rpm_fraction,unstable_tail,hold_steady_state_error,name
0.2753029650567574,0.2939505187956219,33.03635580681089,0.2859165668487549,119.0,0.23506553967793783,25710348488.981377,119.0,22.209677816439076,0.6875706229736165,-0.7058131413671437,1.0,0.3743437809121554,30.5,1.5,11.0,16.5,50.0,0.42072832118719816,0.0,0.4857446551322937,0.0,0.0,0.0,0.16483022769292197,r_scan_r50
0.2684430506696553,0.2887323745475082,32.21316608035863,0.3151545524597168,119.0,0.26314906279246014,25819126600.759422,119.0,28.276621586134453,0.7086726688965542,-0.7120800389172052,1.0,0.37722803518666087,30.5,1.5,11.0,16.5,70.0,0.43060908652842045,0.0,0.5182810425758362,0.0,0.0,0.0,0.17610246936480203,r_scan_r70
0.28458670725671975,0.30391204063702104,34.15040487080637,0.2798924446105957,119.0,0.22385793924331665,25686272640.016586,119.0,20.412228367909663,0.6953572567941305,-0.7344115900847316,1.0,0.38273744246167507,30.5,1.5,11.0,16.5,40.0,0.46655174531042576,0.0,0.48098045587539673,0.0,0.0,0.0,0.1618976891040802,r_scan_r40
0.2997594667968296,0.3210832408175488,35.97113601561955,0.2716503143310547,119.0,0.20753109455108643,25638567336.218952,119.0,18.08024635635504,0.7033421350146726,-0.7390727605380862,1.0,0.3965967022432009,30.5,1.5,11.0,16.5,30.0,0.5383000820875168,0.0,0.4711124002933502,0.0,0.0,0.0,0.15808531641960144,r_scan_r30
0.33158299650744805,0.3567611632559318,39.789959580893765,0.2422633171081543,119.0,0.16865684588750204,25571793757.98833,119.0,14.11045824579832,0.7237701348160103,-0.7830027446786313,1.0,0.42549373258788625,30.5,1.5,11.0,16.5,20.0,0.622575681656599,0.0,0.43102309107780457,0.0,0.0,0.0,0.15430551767349243,r_scan_r20
0.428430506604992,0.4673676330491795,51.41166079259904,0.15064668655395508,119.0,0.07498570283253987,25420510556.01967,119.0,9.010479582457982,0.7861137816017755,-0.8974822885447741,1.0,0.5199238843906813,30.5,1.5,11.0,16.5,10.0,0.925505056977272,0.0,0.3324015736579895,0.0,0.0,0.0,0.1802979310353597,r_scan_r10
0.2720543658147089,0.3243069818685117,32.646523897765064,0.21961617469787598,119.0,0.14926467339197794,27675308126.238716,119.0,3330.851767660189,1.0317074385878209,-3.1936900035095714,0.0,53.434339642755475,30.5,1.5,11.0,16.5,90.0,-1.1992389485239983,1.0,1.4084399938583374,0.75,0.75,1.0,0.1310399373372396,r_scan_r90
