controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,1.4,0.13728661083895452,0.086580089453129,0.6070792941503287
pid_pos_att,1,96,120,0.0,0.25089075884634476,0.231825590133667,0.9043343999601281
ladrc_x_pos_pid_att_default,0,0,96,1.4,0.5103513085286835,0.49046365049740004,0.5950330927212358
ladrc_x_pos_pid_att_default,1,96,120,0.0,0.22434056619836829,0.1802979310353597,1.2936834475201517
ladrc_x_pos_pid_att_retuned,0,0,96,1.4,0.21070438646725584,0.186331307313876,0.6261045128791112
ladrc_x_pos_pid_att_retuned,1,96,120,0.0,0.16585152323524682,0.14691844582557678,0.742157179688381
