controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
"DDPG-LADRC (v=1, noise=0.2)",0.0935008285790462,0.07753116346015393,0.3279975943224461,-0.11945127479760258,0.00038537215512020117
"DDPG-LADRC (v=3, noise=0.2)",0.21834095795833594,0.17779598338818997,0.2874136469382265,-0.21288873093470823,0.00038537215512020117
"DDPG-LADRC (v=6, noise=0.2)",0.07791315739753876,0.06781386709326542,0.2856986622766614,-0.10183980232545625,0.00038537215512020117
