mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,name
0.07783492700586345,0.10904327151022344,29.888611970251564,0.2366649340838194,383.0,0.2153635010150825,80355712136.62604,383.0,0.7524700911798303,0.12782302742165175,-0.3621857981080057,1.0,8035571258.086043,27.450000000000003,0.5599999999999999,5.775,refine_baseline_suite_best_b0.75_w0.70_k0.75
0.08872921430228517,0.12271443000933917,34.0720182920775,0.2490171678364277,383.0,0.2431294246389849,80350519485.45694,383.0,0.5490474053524804,0.11009423492222795,-0.37132366228146385,1.0,8035051993.794422,27.450000000000003,0.5599999999999999,6.930000000000001,refine_baseline_suite_best_b0.75_w0.70_k0.90
0.08792989655804737,0.12123978396717355,33.765080278290185,0.2743465006351471,383.0,0.24367639656319579,80352023958.20996,383.0,0.658132368839752,0.11054016461897465,-0.3709412470536191,1.0,8035202441.018811,27.450000000000003,0.5599999999999999,7.7,refine_baseline_suite_best_b0.75_w0.70_k1.00
0.0849367697412716,0.11969092697206167,32.61571958064829,0.2673640698194504,383.0,0.25259799322597437,80350156191.71107,383.0,0.6786669539409269,0.10512221109313258,-0.3675233883790049,1.0,8035015664.1419,27.450000000000003,0.5599999999999999,8.854999999999999,refine_baseline_suite_best_b0.75_w0.70_k1.15
0.09198339012882437,0.1261466596217746,35.32162180946855,0.2567275413312018,383.0,0.24965416163199972,80349998708.13959,383.0,0.642029924118799,0.11595317141041567,-0.37501596341170207,1.0,8034999916.324086,27.450000000000003,0.5599999999999999,10.01,refine_baseline_suite_best_b0.75_w0.70_k1.30
0.07851201262647695,0.11689278823246849,30.148612848567144,0.268853560090065,383.0,0.24769223793746756,80352721411.83002,383.0,0.6661418386912532,0.1234883243350442,-0.3620907893231199,1.0,8035272185.657406,27.450000000000003,0.68,5.775,refine_baseline_suite_best_b0.75_w0.85_k0.75
0.09024758523572982,0.12232712857319758,34.655072730520246,0.2595400754362345,383.0,0.24791815385412375,80347970590.19131,383.0,0.6457015951370757,0.10535963376276505,-0.3732657187668657,1.0,8034797104.394718,27.450000000000003,0.68,6.930000000000001,refine_baseline_suite_best_b0.75_w0.85_k0.90
0.0795064656391663,0.11330483916747641,30.530482805439863,0.22764793038368225,383.0,0.20584586048100487,80358833166.90733,383.0,0.7732131201044387,0.12321220476752523,-0.36267325998342825,1.0,8035883361.244685,27.450000000000003,0.68,7.7,refine_baseline_suite_best_b0.75_w0.85_k1.00
0.08476470849822493,0.11959538206999232,32.54964806331837,0.24293681234121323,383.0,0.23683132249463693,80356639586.2268,383.0,0.7069018490943211,0.11003280741405827,-0.3672235088115301,1.0,8035664003.580684,27.450000000000003,0.68,8.854999999999999,refine_baseline_suite_best_b0.75_w0.85_k1.15
0.08428237451367512,0.11593203623467263,32.364431813251244,0.22540799621492624,383.0,0.22038734247019565,80350650652.9876,383.0,0.6222730193374674,0.10563769860851437,-0.36645032745966066,1.0,8035065110.207507,27.450000000000003,0.68,10.01,refine_baseline_suite_best_b0.75_w0.85_k1.30
