controller,mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,backend
pid_pos_att,0.007813837419996972,0.014037669751487085,3.000513569278837,0.04959452152252197,0.0,0.002906201113211481,80404174695.1022,0.0,1.9413922262565275,0.06903393198668378,-0.2994341318761196,gym_env
ladrc_x_pos_pid_att_retuned,0.08042805559882409,0.1060950701198382,30.884373349948447,0.20815116167068481,383.0,0.20234355859850583,80352444441.01201,383.0,0.6222016257343342,0.11659675781312968,-0.36792214723661704,gym_env
