episode,reward,average_reward,exploration_noise,actor_loss,critic_loss
1.0,-331.6994114047575,-331.6994114047575,0.15,0.3164512515068054,1.8265924453735352
2.0,-518.6071759616736,-425.15329368321557,0.1494949494949495,0.5519882440567017,2.0010170936584473
3.0,-378.68491040071456,-409.6638325890485,0.14898989898989898,0.7805739045143127,1.5495980978012085
4.0,-364.5698776796926,-398.39034386170954,0.14848484848484847,0.9930235147476196,0.877999484539032
5.0,-400.9124411371537,-398.89476331679833,0.14797979797979796,1.2116310596466064,0.681463360786438
6.0,-418.9357917428948,-402.23493472114774,0.14747474747474748,1.425116777420044,0.376509428024292
7.0,-366.14127075692227,-397.0786970119726,0.14696969696969697,1.636141061782837,0.24187779426574707
8.0,-353.5097514061723,-391.63257881124764,0.14646464646464646,1.7571548223495483,0.22863677144050598
9.0,-537.6706064458704,-407.8590263262057,0.14595959595959596,1.9148231744766235,0.2876659631729126
10.0,-412.01917161051574,-408.2750408546367,0.14545454545454545,2.002782106399536,0.3213028013706207
11.0,-444.9891227258136,-411.6126846611074,0.14494949494949494,2.039490222930908,0.38097766041755676
12.0,-357.1195504791806,-407.0715901459468,0.14444444444444443,2.0284228324890137,0.38686585426330566
13.0,-441.70140571312004,-409.73542211265243,0.14393939393939392,1.9880880117416382,0.37579572200775146
14.0,-276.49517151537424,-400.21826135570393,0.14343434343434344,1.9470807313919067,0.29212629795074463
15.0,-952.7568003534238,-437.054163955552,0.14292929292929293,1.795989990234375,0.42949211597442627
16.0,-519.9255438847813,-442.2336252011288,0.14242424242424243,1.816960096359253,0.5911353826522827
17.0,-286.96764918767803,-433.10033249445524,0.14191919191919192,1.7627085447311401,0.42721372842788696
18.0,-443.7514386294142,-433.6920606130641,0.1414141414141414,1.7198281288146973,0.4015449583530426
19.0,-506.4045623223993,-437.5190343872396,0.1409090909090909,1.6999748945236206,0.40223538875579834
20.0,-194.19185903232477,-425.3526756194939,0.1404040404040404,1.6022101640701294,0.2957293391227722
21.0,-499.9715790575085,-428.90595673558977,0.13989898989898988,1.5697672367095947,0.27865421772003174
22.0,-392.7171019139001,-427.26100878914934,0.1393939393939394,1.569703459739685,0.39780935645103455
