episode,reward,reward_std,mae,mae_std,rmse,rmse_std,iae,iae_std,steady_state_error,steady_state_error_std,actor_loss,actor_loss_std,critic_loss,critic_loss_std
0.0,-3.44840101739998,0.9505649817392701,0.015005283422130257,0.005347983244196066,0.01998224252485221,0.005130884398378776,1.5005283422130258,0.5347983244196065,0.011491675643871229,0.007302811951480508,0.033085078466683626,0.07054609371488633,4.8564475340147815e-05,2.084783343178455e-05
