episode,reward,reward_std,mae,mae_std,rmse,rmse_std,iae,iae_std,steady_state_error,steady_state_error_std,actor_loss,actor_loss_std,critic_loss,critic_loss_std
0.0,-3.5189337186229146,1.6281529142979876,0.013845244961970213,0.00844199716025954,0.01862318386593906,0.00953004123776266,1.3845244961970213,0.844199716025954,0.0036437120579648763,0.0019664200945107174,0.1995125561952591,0.10325958689116374,0.002880396864687403,0.0006502625208506347
