controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
PID,0.059929620433528855,0.0405001358474688,0.26871141539141,-0.07838453565731915,0.00038537215512020117
LADRC(0.5-opt),0.05822636403332527,0.05100633846133563,0.21242837392079855,-0.07372976181972207,0.00038537215512020117
DDPG-LADRC (best v=6),4.2130516273014305,3.7788252248315177,2.3374546810524186,-4.034319501263355,0.00038537215512020117
