time,axis,backend,x,y,z,vx,vy,vz,roll,pitch,yaw,target_x,target_y,target_z,target_vx,target_vy,target_vz,rpm0,rpm1,rpm2,rpm3,reward,disturbance_x,disturbance_y,disturbance_z,x_b0,x_omega_c,x_k,x_r,y_b0,y_omega_c,y_k,y_r,z_b0,z_omega_c,z_k,z_r,applied_r,applied_b0,applied_omega_c,applied_k
0.20833333333333331,x,gym_env,0.02237110026180744,-1.6502015406006793e-18,1.026850938796997,0.5487170815467834,-2.8214187708285464e-17,0.5835261940956116,1.566322903586934e-17,0.6014546155929565,1.0299040518440536e-17,0.1041666641831398,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.13048834800720216,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.22916666666666666,x,gym_env,0.037070613354444504,-2.2896270433551957e-18,1.0411288738250732,0.8169614672660828,-3.1693570753757065e-17,0.7481415867805481,7.724514480943754e-18,0.7408692240715027,1.2685941313494977e-17,0.1145833358168602,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.1832587294280529,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.25,x,gym_env,0.057969193905591965,-2.9403090266804867e-18,1.0583298206329346,1.1332229375839233,-3.0271114576463926e-17,0.8713604807853699,-9.556283199975589e-19,0.8793944120407104,1.3713867080186048e-17,0.125,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.23718170374631883,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.2708333333333333,x,gym_env,0.08598519116640091,-3.5002594297712145e-18,1.0775139331817627,1.4908344745635986,-2.3970537753290393e-17,0.9471409320831299,-1.121535563226044e-17,1.017040729522705,1.2690443657569103e-17,0.1354166716337204,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.29001069366931914,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.29166666666666663,x,gym_env,0.12188884615898132,-3.869189841185684e-18,1.0976288318634033,1.8824143409729004,-1.2911512639357575e-17,0.9704923033714294,-2.487136060141779e-17,1.1538187265396118,7.919456963084739e-18,0.1458333283662796,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.38046167492866517,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.3125,x,gym_env,0.16628943383693695,-3.950454546104731e-18,1.1175321340560913,2.300027847290039,2.695154406610849e-18,0.9375466704368591,-4.7096196537641574e-17,1.289738416671753,-5.669127409475559e-18,0.15625,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.5104467958211899,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.3333333333333333,x,gym_env,0.2196258157491684,-3.6528688761132665e-18,1.1360150575637817,2.7353549003601074,2.2553969447597407e-17,0.8456055521965027,-1.0188634405977368e-16,1.4248098134994507,-5.198179324189822e-17,0.1666666716337204,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.6514659017324448,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.35416666666666663,x,gym_env,0.28216055035591125,-2.8923807344230924e-18,1.1518276929855347,3.1798601150512695,4.629259388126876e-17,0.693162739276886,-1.303698690546958e-15,1.5590426921844482,-1.2453937070183003e-15,0.1770833283662796,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.8018861144781113,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.375,x,gym_env,0.3539775013923645,-1.5935568326385074e-18,1.1637039184570312,3.624959707260132,7.347090992589896e-17,0.47990331053733826,-3.1415927410125732,1.4491456747055054,-3.1415927410125732,0.1875,0.0,1.0,0.5,0.0,0.0,20966.32421875,21666.447265625,21666.447265625,21666.447265625,-0.9583842337131501,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.3958333333333333,x,gym_env,0.43489256501197815,-1.7638260487728985e-06,1.1703951358795166,4.054958343505859,-0.0002813658502418548,0.20746323466300964,3.134244918823242,1.3116499185562134,3.1292665004730225,0.1979166716337204,0.0,1.0,0.5,0.0,0.0,17535.615234375,16676.416015625,17535.615234375,14958.015625,-1.0841065645217896,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
0.41666666666666663,x,gym_env,0.5224302411079407,-2.2817772332928143e-05,1.1712538003921509,4.297965049743652,-0.0016072122380137444,-0.07448957115411758,-3.132967472076416,1.1628562211990356,-3.1361470222473145,0.2083333283662796,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-1.175869607925415,0.0,0.0,0.0,30.0,2.25,7.0,65.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,65.0,30.0,2.25,7.0
