time,axis,backend,x,y,z,vx,vy,vz,roll,pitch,yaw,target_x,target_y,target_z,target_vx,target_vy,target_vz,rpm0,rpm1,rpm2,rpm3,reward,disturbance_x,disturbance_y,disturbance_z,x_b0,x_omega_c,x_k,x_r,y_b0,y_omega_c,y_k,y_r,z_b0,z_omega_c,z_k,z_r,stage_index,active_param_set,switched_r,switched_b0,switched_omega_c,switched_k
0.20833333333333331,x,gym_env,0.025541141629219055,-5.293142388206931e-18,1.0399470329284668,0.6198697090148926,-1.2367962167245507e-16,0.8057761192321777,1.1896733915886298e-16,0.5909020900726318,4.0099585279312845e-17,0.1041666641831398,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.11983661502599716,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.22916666666666666,x,gym_env,0.041663527488708496,-8.423257105424448e-18,1.058889389038086,0.8822231888771057,-1.6851068005557123e-16,0.9740674495697021,1.4394385261410974e-16,0.7062650918960571,5.913329572428873e-17,0.1145833358168602,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.15358129292726516,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.25,x,gym_env,0.0637650340795517,-1.2536416837247441e-17,1.0809288024902344,1.1850866079330444,-2.171807167487705e-16,1.1090304851531982,1.749492951250064e-16,0.8210021257400513,8.446309471043444e-17,0.125,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.18596317023038864,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.2708333333333333,x,gym_env,0.09263447672128677,-1.7704320358401087e-17,1.1053160429000854,1.5239843130111694,-2.6902181980336325e-16,1.206343173980713,2.152808350829689e-16,0.9351194500923157,1.1932751344990327e-16,0.1354166716337204,0.0,1.0,0.5,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.21555462181568144,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.29166666666666663,x,gym_env,0.12896177172660828,-2.3984288803793474e-17,1.1312190294265747,1.893998146057129,-3.233303960077568e-16,1.2622714042663574,2.7102801733893506e-16,1.0486232042312622,1.6976607552763071e-16,0.1458333283662796,0.0,1.0,0.5,0.0,0.0,18291.7890625,17432.58984375,17432.58984375,18291.7890625,-3.3185178477764135,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.3125,x,gym_env,0.17173723876476288,-3.11918360814069e-17,1.156838297843933,2.1613845825195312,-3.6117326052245756e-16,1.2040895223617554,3.465733771271088e-16,1.1514439582824707,2.399428610867679e-16,0.15625,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-7.059205091476441,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.3333333333333333,x,gym_env,0.2176821231842041,-3.8841824070701464e-17,1.1797654628753662,2.235074996948242,-3.7125819361114487e-16,1.0304943323135376,4.59369366581175e-16,1.2470587491989136,3.4643650189678844e-16,0.1666666716337204,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.3702442318201065,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.35416666666666663,x,gym_env,0.2651968002319336,-4.6705310684818415e-17,1.1989855766296387,2.311427354812622,-3.816008100042547e-16,0.8496284484863281,6.617377137788441e-16,1.3422298431396484,5.425668484846237e-16,0.1770833283662796,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.42068990170955656,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.375,x,gym_env,0.31432682275772095,-5.478634580003681e-17,1.2143446207046509,2.3896427154541016,-3.9209528352293947e-16,0.6613012552261353,1.14290272040053e-15,1.4369606971740723,1.0175283975588558e-15,0.1875,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.4729376494884491,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.3958333333333333,x,gym_env,0.36510083079338074,-6.308675583114917e-17,1.225685715675354,2.468912124633789,-4.0263512624386154e-16,0.4654037654399872,3.89102583771392e-15,1.5312551259994507,3.7594540924345415e-15,0.1979166716337204,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.5268774777650833,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.41666666666666663,x,gym_env,0.4175306558609009,-7.160616689251862e-17,1.2328505516052246,2.5484232902526855,-4.131142737601569e-16,0.26190900802612305,3.1415927410125732,1.516475796699524,3.1415927410125732,0.2083333283662796,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.5823830127716064,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.4375,x,gym_env,0.47161123156547546,-8.034200148935645e-17,1.2356815338134766,2.6273674964904785,-4.234279586841621e-16,0.0508715957403183,3.1415927410125732,1.4230433702468872,3.1415927410125732,0.21875,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.6393130421638489,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.4583333333333333,x,gym_env,0.5273207426071167,-8.928951491366904e-17,1.2340229749679565,2.704948663711548,-4.334736900292593e-16,-0.16757352650165558,3.1415927410125732,1.3300365209579468,3.1415927410125732,0.2291666716337204,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.697512650489807,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.47916666666666663,x,gym_env,0.584621012210846,-9.844189119720897e-17,1.2277231216430664,2.780388832092285,-4.4315231200106055e-16,-0.39321333169937134,3.1415927410125732,1.2374517917633057,3.1415927410125732,0.2395833283662796,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.7568153381347655,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.5,x,gym_env,0.6434580683708191,-1.0779028281614436e-16,1.2166355848312378,2.8529372215270996,-4.523687451512366e-16,-0.6257597208023071,3.1415927410125732,1.145285725593567,3.1415927410125732,0.25,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.8170437335968017,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.5208333333333333,x,gym_env,0.7037625908851624,-1.1732393642251203e-16,1.2006208896636963,2.9218742847442627,-4.610329922291416e-16,-0.8648535013198853,3.1415927410125732,1.0535348653793335,3.1415927410125732,0.2604166567325592,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.8780122399330139,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.5416666666666666,x,gym_env,0.7654507756233215,-1.2703025901866647e-16,1.179547667503357,2.986521005630493,-4.690607469867443e-16,-1.110068678855896,3.1415927410125732,0.962195873260498,3.1415927410125732,0.2708333432674408,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.9395279884338379,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.5625,x,gym_env,0.8284251689910889,-1.3689502971551666e-16,1.153294563293457,3.046241283416748,-4.763740823928971e-16,-1.3609182834625244,3.1415927410125732,0.8712653517723083,3.1415927410125732,0.28125,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-1.001393234729767,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
0.5833333333333333,x,gym_env,0.8925758004188538,-1.469024592895302e-16,1.121750831604004,3.100449562072754,-4.829022182569452e-16,-1.616858959197998,3.1415927410125732,0.7807400226593018,3.1415927410125732,0.2916666567325592,0.0,1.0,0.5,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-1.063406276702881,0.0,0.0,0.0,24.3,2.95,7.415254237288136,63.0,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0,0.0,0.0,63.0,24.3,2.95,7.415254237288136
