episode,reward,reward_std,mae,mae_std,rmse,rmse_std,iae,iae_std,steady_state_error,steady_state_error_std,actor_loss,actor_loss_std,critic_loss,critic_loss_std
0.0,-2.986285631530336,0.6471781103013203,0.015480479152029148,0.0038367789611947964,0.022898926344841898,0.004924477114866184,1.5480479152029147,0.38367789611947956,0.05180643177591265,0.01169676878489554,0.02965870127081871,0.011722397059202194,8.944350156525616e-05,6.919383849890437e-05
