episode,reward,reward_std,mae,mae_std,rmse,rmse_std,iae,iae_std,steady_state_error,steady_state_error_std,actor_loss,actor_loss_std,critic_loss,critic_loss_std
0.0,-3.034847601773072,0.47967623864330605,0.014976270572769864,0.0025145010536708947,0.020690812483546324,0.005314363159183052,1.4976270572769863,0.25145010536708956,0.03553319840769594,0.026096462021418066,0.1780940294265747,0.10262280514025947,0.002527490782085806,0.0029174305608093663
