method,mae,mae_std,rmse,rmse_std,iae,iae_std,overshoot,overshoot_std,settling_time,settling_time_std,steady_state_error,steady_state_error_std,control_energy,control_energy_std,disturbance_recovery_time,disturbance_recovery_time_std,control_variation,control_variation_std,velocity_rmse,velocity_rmse_std,reward,reward_std
pid,0.021372197761999133,0.00726883540144513,0.027439755474766223,0.008259151889666317,2.137219776199913,0.7268835401445131,0.021147068357095122,0.021147068357095122,37.5,37.5,0.02693390930071473,0.004184035770595075,0.22912917535003136,0.03710083002664809,37.5,37.5,0.002313748705593035,5.033845614080138e-05,0.14187504381529512,0.0110562693194797,-3.66477596926909,0.6803517132312442
ladrc,0.009548049752920633,0.000605125014117221,0.012632858702794684,0.0001755611306464228,0.9548049752920633,0.06051250141172204,0.023072164447512478,0.0034806206240318716,0.0,0.0,0.018131485395133498,0.0031310835853219036,91.95559499412232,4.85899346940225,0.0,0.0,0.06541402729169166,0.001496802374708818,0.09654755810882576,0.0013676937339802547,-1.9485262029425945,0.052291130195953994
ddpg_ladrc,0.03380699069421212,0.012085575606055271,0.042185965261087345,0.012769795046303644,3.380699069421212,1.2085575606055272,0.004826520569622517,0.004826520569622517,47.5,47.5,0.028138834034325554,0.022194117883918806,0.06147525188107249,0.011626642345408333,47.5,47.5,0.0011734323735635363,6.919895471236312e-05,0.15775852453531775,0.0007906753430169805,-5.05862349231404,1.2519594468132487
mddpg_ladrc,0.02598454449851715,0.0037674334950656887,0.032987553114451056,0.0034093605837541546,2.5984544498517153,0.37674334950656885,0.00016280659474432468,0.00016280659474432468,36.0,36.0,0.010546369315125047,0.003266246919520199,0.038062652362937995,0.0023979845661037946,36.0,36.0,0.0010060708017494073,7.596502999479863e-06,0.13721444778774017,0.0006538465064360593,-4.147340850165937,0.41355570202299585
