controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
PID,1.1535373466432062,0.7393214578643467,0.7928189888944396,-0.8367452854301365,0.0008330567749053995
LADRC(0.5-opt),0.7519169116480503,0.484704983277054,0.5465083461988935,-0.5560965571924625,0.0008330567749053995
DDPG-LADRC (best v=2),0.7292295942500131,0.46746811058782395,0.5498348632550075,-0.5416595169332187,0.0008330567749053995
