shared_value,train_episodes,average_reward,best_reward,best_eval_rmse,best_eval_mae,best_eval_velocity_rmse,best_eval_score,checkpoint_path,best_checkpoint_path,output_dir
1,300,-570.142178581854,-309.97844816995973,0.6310250522661306,0.48937956376322084,1.3680739374755808,1.075922687078374,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_narrow_bounds_full\v_1\train\ladrc_x_pos_pid_att\x\20260412_122515\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_narrow_bounds_full\v_1\train\ladrc_x_pos_pid_att\x\20260412_122515\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_narrow_bounds_full\v_1\train\ladrc_x_pos_pid_att\x\20260412_122515
5,300,-501.9961821413419,-220.0789716985209,0.8874207151588374,0.741039733476267,1.2361856497218207,1.394021751819895,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_narrow_bounds_full\v_5\train\ladrc_x_pos_pid_att\x\20260412_122643\checkpoints\x_policy.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_narrow_bounds_full\v_5\train\ladrc_x_pos_pid_att\x\20260412_122643\checkpoints\x_policy_best.pt,D:\ZhangC\lc\outputs\control_pybullet_rl\x_refline_no_disturbance_mddpg_retrain\20260412_no_disturbance_narrow_bounds_full\v_5\train\ladrc_x_pos_pid_att\x\20260412_122643
