controller,rmse,mae,velocity_rmse,reward,disturbance_abs_mean
PID,0.06376172260907578,0.0418365313361856,0.2706995051418464,-0.07916583253882757,0.00033322271249772075
LADRC(0.5-opt),0.059709311629238634,0.051819708134066986,0.22030683479918323,-0.07636009533960147,0.00033322271249772075
DDPG-LADRC (best v=2),0.06168786982530576,0.05144719511883777,0.25939327342459273,-0.08477859918573151,0.00033322271249772075
