time,axis,backend,x,y,z,vx,vy,vz,roll,pitch,yaw,target_x,target_y,target_z,target_vx,target_vy,target_vz,rpm0,rpm1,rpm2,rpm3,reward,disturbance_x,disturbance_y,disturbance_z,x_b0,x_omega_c,x_k,x_r,y_b0,y_omega_c,y_k,y_r,z_b0,z_omega_c,z_k,z_r
0.0,x,gym_env,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,14468.4287109375,14468.4287109375,14468.4287109375,14468.4287109375,-0.1,0.0,0.0,0.0,24.961618704954162,2.9087159037590027,6.973267305642366,65.46223838627338,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.020833333333333332,x,gym_env,0.0,0.0,1.0,0.0,0.0,-1.3332407178268113e-08,0.0,-0.0,0.0,0.010416666977107525,0.0,1.0,0.5,0.0,0.0,14038.8291015625,14898.029296875,14898.029296875,14038.8291015625,-0.11037068348377943,0.0,0.0,0.0,24.961618704954162,2.9087159037590027,6.973267305642366,65.46223838627338,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.041666666666666664,x,gym_env,1.393427965012961e-06,-2.2894487798747387e-22,1.0000022649765015,0.00022294015798252076,-4.3957043372967054e-20,0.00017964669677894562,2.1512492394521185e-18,0.008181506767868996,1.0172525001509352e-20,0.02083333395421505,0.0,1.0,0.5,0.0,0.0,14044.6416015625,14903.841796875,14903.841796875,14044.6416015625,-0.12026750482618809,0.0,0.0,0.0,24.942219789605588,2.891020053625107,6.978572234511375,65.29610192775726,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.0625,x,gym_env,3.066243152716197e-05,-7.467129833958806e-21,1.0000101327896118,0.0026758278254419565,-6.706635132984869e-19,0.0005061503034085035,6.99358874037046e-18,0.02998613379895687,1.1332254192293718e-19,0.03125,0.0,1.0,0.5,0.0,0.0,14127.2255859375,14986.42578125,14986.42578125,14127.2255859375,-0.1290349144488573,0.0,0.0,0.0,24.942219789605588,2.891020053625107,6.978572234511375,65.29610192775726,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.08333333333333333,x,gym_env,0.00016998991486616433,-3.9825502395463426e-20,1.000052809715271,0.010225489735603333,-2.248780864707327e-18,0.0030411009211093187,1.1311581552918734e-17,0.06542899459600449,4.3278655750506124e-19,0.0416666679084301,0.0,1.0,0.5,0.0,0.0,14148.0400390625,15007.240234375,15007.240234375,14148.0400390625,-0.13596733659505844,0.0,0.0,0.0,25.17077095527202,2.8482574135065084,7.0704059191048145,65.2274763584137,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.10416666666666666,x,gym_env,0.000560866785235703,-1.1701250416265673e-19,1.0001507997512817,0.025692306458950043,-4.8421515241241385e-18,0.005716126877814531,1.7290554689834712e-17,0.11450418829917908,1.1213879735252492e-18,0.0520833320915699,0.0,1.0,0.5,0.0,0.0,14715.1494140625,14764.1298828125,14764.1298828125,14715.1494140625,-0.14024083390831948,0.0,0.0,0.0,25.17077095527202,2.8482574135065084,7.0704059191048145,65.2274763584137,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.125,x,gym_env,0.001407997333444655,-2.644573191032632e-19,1.00034761428833,0.05217251554131508,-8.74352820371518e-18,0.01174497976899147,2.39090385291083e-17,0.16939738392829895,2.2739654124322698e-18,0.0625,0.0,1.0,0.5,0.0,0.0,15251.6611328125,14392.4609375,14392.4609375,15251.6611328125,-0.1414750084280968,0.0,0.0,0.0,25.336583426222205,2.8841777682304386,7.2093535382300615,65.77210894227028,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.14583333333333331,x,gym_env,0.002954340074211359,-5.10598429601553e-19,1.000680685043335,0.09035323560237885,-1.4027155119745607e-17,0.01855463720858097,3.169037121914771e-17,0.2160680592060089,3.582908835035675e-18,0.0729166641831398,0.0,1.0,0.5,0.0,0.0,15263.734375,14404.5341796875,14404.5341796875,15263.734375,-0.13994287103414538,0.0,0.0,0.0,25.336583426222205,2.8841777682304386,7.2093535382300615,65.77210894227028,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.16666666666666666,x,gym_env,0.005416822154074907,-8.875756540149385e-19,1.001136064529419,0.13778483867645264,-2.110992881940031e-17,0.023829709738492966,4.273449963742906e-17,0.24865631759166718,4.829658201742444e-18,0.0833333358168602,0.0,1.0,0.5,0.0,0.0,14378.263671875,15234.90234375,15234.90234375,14378.263671875,-0.13605494201183319,0.0,0.0,0.0,25.17930088378489,2.9052042961120605,7.009487755596638,65.66657508909702,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.1875,x,gym_env,0.008949916809797287,-1.4396249312921362e-18,1.001671314239502,0.1916424185037613,-3.0361134988166847e-17,0.026702681556344032,5.315073510505611e-17,0.28393474221229553,6.59990949861871e-18,0.09375,0.0,1.0,0.5,0.0,0.0,15182.552734375,14323.3525390625,14323.3525390625,15182.552734375,-0.12958640456199647,0.0,0.0,0.0,25.17930088378489,2.9052042961120605,7.009487755596638,65.66657508909702,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.20833333333333331,x,gym_env,0.013689280487596989,-2.2088811874753724e-18,1.0022227764129639,0.25237157940864563,-4.1534842903765854e-17,0.026022857055068016,6.17971018468402e-17,0.31635159254074097,8.556830230739511e-18,0.1041666641831398,0.0,1.0,0.5,0.0,0.0,15113.61328125,14254.4130859375,14254.4130859375,15113.61328125,-0.12072108685970306,0.0,0.0,0.0,25.255686366930604,2.8770136117935183,6.97173984348774,65.74662427604198,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.22916666666666666,x,gym_env,0.019765008240938187,-3.230186614133876e-18,1.0027118921279907,0.31840282678604126,-5.41957487688413e-17,0.021577518433332443,6.812639672652035e-17,0.3348471224308014,9.848811074111598e-18,0.1145833358168602,0.0,1.0,0.5,0.0,0.0,15037.7099609375,14178.509765625,14178.509765625,15037.7099609375,-0.1099807620048523,0.0,0.0,0.0,25.255686366930604,2.8770136117935183,6.97173984348774,65.74662427604198,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.25,x,gym_env,0.02725016325712204,-4.528348151042959e-18,1.003067970275879,0.3867620527744293,-6.786702597364822e-17,0.014025930315256119,7.363491006286618e-17,0.3395237922668457,1.0243164468062579e-17,0.125,0.0,1.0,0.5,0.0,0.0,14965.353515625,14106.154296875,14106.154296875,14965.353515625,-0.09789755791425706,0.0,0.0,0.0,25.692054644227028,2.868105417490006,6.89786958321929,65.93068066239357,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.2708333333333333,x,gym_env,0.03615892678499222,-6.123549832329528e-18,1.003239393234253,0.45471757650375366,-8.2554762567495e-17,0.004410690162330866,8.093818695277037e-17,0.33047083020210266,9.555736020000385e-18,0.1354166716337204,0.0,1.0,0.5,0.0,0.0,14898.4013671875,14039.201171875,14039.201171875,14898.4013671875,-0.09289877116680145,0.0,0.0,0.0,25.692054644227028,2.868105417490006,6.89786958321929,65.93068066239357,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.29166666666666663,x,gym_env,0.04645019397139549,-8.04106740238106e-18,1.0031967163085938,0.5196614861488342,-9.849060220912099e-17,-0.006195994094014168,8.356993817222418e-17,0.3077741861343384,7.658654360572282e-18,0.1458333283662796,0.0,1.0,0.5,0.0,0.0,14462.4638671875,14406.814453125,14406.814453125,14462.4638671875,-0.10368400067090988,0.0,0.0,0.0,25.52208959683776,2.788283353298903,7.192107023671269,65.5974869132042,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.3125,x,gym_env,0.058032773435115814,-1.0298229054259621e-17,1.002937912940979,0.5794172286987305,-1.149944369988851e-16,-0.016342267394065857,8.555220702703605e-17,0.2791421115398407,5.21500608036456e-18,0.15625,0.0,1.0,0.5,0.0,0.0,14525.5234375,14404.40625,14404.40625,14525.5234375,-0.11219274550676346,0.0,0.0,0.0,25.52208959683776,2.788283353298903,7.192107023671269,65.5974869132042,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.3333333333333333,x,gym_env,0.07079201191663742,-1.2906733189778243e-17,1.0024991035461426,0.6336737871170044,-1.3204650724631464e-16,-0.023985786363482475,8.568284200681533e-17,0.24906232953071594,2.6249850888382818e-18,0.1666666716337204,0.0,1.0,0.5,0.0,0.0,14900.75390625,14041.5537109375,14041.5537109375,14900.75390625,-0.1184052661061287,0.0,0.0,0.0,25.693911612033844,2.8317904561758045,7.073206044733524,65.47515027225018,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.35416666666666663,x,gym_env,0.08460585027933121,-1.5871832405826638e-17,1.0019258260726929,0.6817222237586975,-1.4913087062485826e-16,-0.029649730771780014,8.439044840031758e-17,0.21009887754917145,-6.905134181567102e-19,0.1770833283662796,0.0,1.0,0.5,0.0,0.0,14723.3837890625,14332.50390625,14332.50390625,14723.3837890625,-0.12211471199989318,0.0,0.0,0.0,25.693911612033844,2.8317904561758045,7.073206044733524,65.47515027225018,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.375,x,gym_env,0.09932480752468109,-1.9193733497557944e-17,1.0012750625610352,0.7217809557914734,-1.6634416829984175e-16,-0.032037146389484406,8.417853796227129e-17,0.16205157339572906,-4.742396437382387e-18,0.1875,0.0,1.0,0.5,0.0,0.0,14257.0908203125,14878.7255859375,14878.7255859375,14257.0908203125,-0.12318640798330308,0.0,0.0,0.0,26.011487118899822,2.7514088302850723,7.259612753987312,64.39760425314307,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.3958333333333333,x,gym_env,0.11475876718759537,-2.2875975970813274e-17,1.0006117820739746,0.7522258758544922,-1.8367221246939859e-16,-0.03150945529341698,8.420313500496617e-17,0.11760548502206802,-8.423185140711156e-18,0.1979166716337204,0.0,1.0,0.5,0.0,0.0,14496.7177734375,14817.9619140625,14817.9619140625,14496.7177734375,-0.12201929688453675,0.0,0.0,0.0,26.011487118899822,2.7514088302850723,7.259612753987312,64.39760425314307,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.41666666666666663,x,gym_env,0.13071711361408234,-2.6922543527422686e-17,1.0000057220458984,0.7740986943244934,-2.0131986599275612e-16,-0.027351830154657364,8.631769981822733e-17,0.0803360864520073,-1.1517363409806613e-17,0.2083333283662796,0.0,1.0,0.5,0.0,0.0,15090.2392578125,14231.0400390625,14231.0400390625,15090.2392578125,-0.11891578435897827,0.0,0.0,0.0,26.05116868019104,2.72354890704155,7.522950828075409,64.71755251288414,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.4375,x,gym_env,0.14703263342380524,-3.1341684812454557e-17,0.9994989633560181,0.7880754470825195,-2.1933826848410481e-16,-0.022233152762055397,8.771324615583289e-17,0.03693133592605591,-1.5241658091042915e-17,0.21875,0.0,1.0,0.5,0.0,0.0,15127.322265625,14268.1220703125,14268.1220703125,15127.322265625,-0.11370429992675782,0.0,0.0,0.0,26.05116868019104,2.72354890704155,7.522950828075409,64.71755251288414,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.4583333333333333,x,gym_env,0.16352343559265137,-3.614003050569911e-17,0.9991182684898376,0.7923886775970459,-2.376899652053083e-16,-0.0155967241153121,9.036064763247621e-17,-0.020177241414785385,-2.029248412265703e-17,0.2291666716337204,0.0,1.0,0.5,0.0,0.0,14330.0078125,15189.2080078125,15189.2080078125,14330.0078125,-0.10611306428909302,0.0,0.0,0.0,26.468403726816177,2.7436841964721683,7.673209744505584,63.58353378623724,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.47916666666666663,x,gym_env,0.17995356023311615,-4.1327207335125244e-17,0.9988985657691956,0.7844997644424438,-2.565820292421906e-16,-0.0072329300455749035,9.489934794888527e-17,-0.07429575175046921,-2.5274374576382202e-17,0.2395833283662796,0.0,1.0,0.5,0.0,0.0,14340.908203125,15200.1083984375,15200.1083984375,14340.908203125,-0.09664940237998962,0.0,0.0,0.0,26.468403726816177,2.7436841964721683,7.673209744505584,63.58353378623724,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.5,x,gym_env,0.19607816636562347,-4.691596049961117e-17,0.9988498091697693,0.7657212018966675,-2.761357054202173e-16,0.0008198368013836443,9.876229464439771e-17,-0.11435864865779877,-2.9168548994379744e-17,0.25,0.0,1.0,0.5,0.0,0.0,14321.3359375,15180.5361328125,15180.5361328125,14321.3359375,-0.08612323105335236,0.0,0.0,0.0,26.83825585246086,2.7315671980381016,7.903052646666765,63.62251595035195,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
0.5208333333333333,x,gym_env,0.21170924603939056,-5.2917341132140597e-17,0.99895179271698,0.7391623854637146,-2.9606766121853187e-16,0.007506981026381254,1.0205404996588513e-16,-0.14043082296848297,-3.1795098902141823e-17,0.2604166567325592,0.0,1.0,0.5,0.0,0.0,15109.095703125,14265.025390625,14265.025390625,15109.095703125,-0.07520773112773896,0.0,0.0,0.0,26.83825585246086,2.7315671980381016,7.903052646666765,63.62251595035195,30.5,1.5,11.0,10.0,300.0,15.0,7.333333333333333,30.0
