episode,reward,average_reward,exploration_noise,actor_loss,critic_loss
1.0,-19.592213046690446,-19.592213046690446,0.15,0.14060167968273163,0.15370970964431763
2.0,-19.867990653775635,-19.73010185023304,0.1496969696969697,0.3052116334438324,0.061561934649944305
3.0,-18.79968521166593,-19.41996297071067,0.14939393939393938,0.4195314645767212,0.048121556639671326
4.0,-19.53508736579679,-19.448744069482203,0.14909090909090908,0.469637006521225,0.05390432849526405
5.0,-18.728381908126174,-19.304671637210998,0.14878787878787877,0.4594275653362274,0.06174381822347641
6.0,-18.764937905955595,-19.214716015335096,0.14848484848484847,0.4332360029220581,0.053937871009111404
7.0,-18.809204940963532,-19.156785861853447,0.14818181818181816,0.3695964813232422,0.06304099410772324
8.0,-18.809569580398964,-19.113383826671637,0.1478787878787879,0.31696760654449463,0.03251788392663002
9.0,-19.424931723531337,-19.148000259656047,0.14757575757575758,0.27827584743499756,0.02666524611413479
10.0,-103.43813824843085,-27.57701405853353,0.14727272727272728,0.2636844217777252,0.8246767520904541
11.0,-19.196145097259432,-26.815116880235884,0.14696969696969697,0.28125685453414917,0.55193692445755
12.0,-19.233950857259334,-26.18335304498784,0.14666666666666667,0.29778313636779785,0.7288035750389099
13.0,-152.35527585575755,-35.8888855688932,0.14636363636363636,0.353118360042572,1.2449573278427124
14.0,-19.49093626141548,-34.71760347550194,0.14606060606060606,0.4302116632461548,2.015669822692871
15.0,-19.05261744572781,-33.67327107351699,0.14575757575757575,0.4656160771846771,1.0447880029678345
16.0,-19.346121620060877,-32.77782423267598,0.14545454545454545,0.507361888885498,0.8054751753807068
17.0,-19.552219253219665,-31.999847469178547,0.14515151515151514,0.5790767669677734,0.9821454286575317
18.0,-129.95492644407733,-37.441796301117364,0.14484848484848484,0.6502759456634521,1.538832664489746
19.0,-18.889302719989793,-36.4653492705317,0.14454545454545453,0.664796769618988,0.9440653324127197
20.0,-125.66609717668871,-40.925386665839554,0.14424242424242423,0.7096169590950012,2.052590847015381
21.0,-19.166422949731352,-39.88924553650107,0.14393939393939392,0.6896346807479858,1.00730299949646
22.0,-19.332737779454327,-38.954858820271674,0.14363636363636365,0.7634974122047424,1.2909482717514038
23.0,-19.9607949052006,-38.129029954399016,0.14333333333333334,0.7329971790313721,1.2854944467544556
