controller,stage,start,stop,velocity,rmse,mae
pid_pos_att,0,0,96,0.5,0.03926087375944421,0.02391878348996812
ladrc_x_pos_pid_att_default,0,0,96,0.5,0.18211150949248722,0.1749952696396632
ladrc_x_pos_pid_att_retuned,0,0,96,0.5,0.095420761619664,0.08828814480343065
