mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,axis,search_factor
0.03673420681064313,0.05225093717117481,5.28972578073261,0.12349786050617695,143.0,0.11603886242145173,30132306908.92787,143.0,0.5428936298076923,0.10556078787678322,-0.35403749014008146,1.0,3013230706.3407154,132.0,1.3,7.384615384615384,y,b0
0.04078105789636988,0.05937712385324527,5.872472337077262,0.1464434815570712,143.0,0.12532965101023105,30128003682.693226,143.0,0.47010557801573427,0.1164904124712311,-0.35667194747983655,1.0,3012800383.8304095,176.0,1.3,7.384615384615384,y,b0
0.05040318690571352,0.07671443990050944,7.258058914422747,0.22510189656168222,143.0,0.19129366301785922,30129475091.804264,143.0,0.6448522180944056,0.16257741108678436,-0.36956726780402627,1.0,3012947525.0520678,220.0,1.3,7.384615384615384,y,b0
0.05254017714934273,0.08253062407837397,7.5657855095053534,0.2254291670396924,143.0,0.2012939837014918,30130078848.85138,143.0,0.6689214106206294,0.14908973872769163,-0.36897107908643345,1.0,3013007900.824267,264.0,1.3,7.384615384615384,y,b0
0.0317255493808611,0.043532236601510954,4.568479110843999,0.12559570092707872,143.0,0.09604508277282418,30127639142.89161,143.0,0.4456932227928322,0.11176017303929872,-0.34144231704392913,1.0,3012763929.5770693,308.0,1.3,7.384615384615384,y,b0
0.039121301368876524,0.05570552073132172,5.633467397118219,0.15756139997392893,143.0,0.12821558976533456,30128012984.17559,143.0,0.4491504589160839,0.1294107098652736,-0.35101930745726373,1.0,3012801313.927897,308.0,0.78,7.384615384615384,y,omega_c
0.04099093352730717,0.05922557362281548,5.902694427932232,0.1378379068337381,127.0,0.108992331117666,30128133813.002354,127.0,0.5310826868444056,0.12673813670122486,-0.35503425692833585,1.0,3012813395.270961,308.0,1.04,7.384615384615384,y,omega_c
0.0317255493808611,0.043532236601510954,4.568479110843999,0.12559570092707872,143.0,0.09604508277282418,30127639142.89161,143.0,0.4456932227928322,0.11176017303929872,-0.34144231704392913,1.0,3012763929.5770693,308.0,1.3,7.384615384615384,y,omega_c
0.04770209685704005,0.07505096214525295,6.869101947413768,0.21221932489424944,143.0,0.1851430488137079,30129066997.858433,143.0,0.6088218422202798,0.1409715958291482,-0.36318300723544866,1.0,3012906715.5745854,308.0,1.4949999999999999,7.384615384615384,y,omega_c
0.0379674244658148,0.05131698005269843,5.467309123077332,0.13503253739327192,143.0,0.10690331905269496,30128438722.44541,143.0,0.5421219405594406,0.1263168229791856,-0.35158963838447715,1.0,3012843887.7262115,308.0,1.6900000000000002,7.384615384615384,y,omega_c
0.03272191846244958,0.04622013433140144,4.711956258592739,0.12335765454918146,143.0,0.10216512265469646,30128720070.35677,143.0,0.5800132484702797,0.11139728233549508,-0.3421293273475293,1.0,3012872022.3675714,308.0,1.3,5.169230769230769,y,k
0.02488485488635909,0.03207584013861014,3.583419103635709,0.04537998791784048,112.5,0.034743279589747544,30127680337.836994,112.5,0.42948945585664333,0.0703171436977722,-0.33008636833171023,1.0,3012768045.80977,308.0,1.3,6.276923076923076,y,k
0.0317255493808611,0.043532236601510954,4.568479110843999,0.12559570092707872,143.0,0.09604508277282418,30127639142.89161,143.0,0.4456932227928322,0.11176017303929872,-0.34144231704392913,1.0,3012763929.5770693,308.0,1.3,7.384615384615384,y,k
0.03442699807342812,0.04828824558701403,4.957487722573649,0.13212706241756678,143.0,0.11161798857938265,30128797573.998833,143.0,0.405674647618007,0.11198389559952576,-0.3441998579554894,1.0,3012879772.765592,308.0,1.3,8.49230769230769,y,k
0.023168160622103473,0.030499691025861808,3.3362151295829,0.054968874086625874,108.0,0.048142032702993935,30128406915.775208,108.0,0.5188637046547203,0.07073940303306049,-0.3283731459928898,1.0,3012840703.1145463,308.0,1.3,9.6,y,k
