controller,mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,backend
pid_pos_att,0.40292801296164765,0.42604279897416863,154.7243569772727,2.1863412257516757e-05,383.0,0.3870371488462153,39028376124.584404,383.0,523.0097630752284,0.22543880031444338,-0.8570644211079909,gym_env
ladrc_x_pos_pid_att_default,0.3943210127943928,0.4171659138215793,151.41926891304684,2.1863412257516757e-05,383.0,0.377531494210033,38981714003.98305,383.0,523.1066441946801,0.22358913655770887,-0.8480453243668616,gym_env
ladrc_x_pos_pid_att_tuned,0.21345121176516577,0.23281678344005657,81.96526531782365,0.008261870592832565,383.0,0.17832567018309706,39029531573.48045,383.0,460.0632904291775,0.15289678891208364,-0.6131643155736162,gym_env
