time,axis,backend,x,y,z,vx,vy,vz,roll,pitch,yaw,target_x,target_y,target_z,target_vx,target_vy,target_vz,rpm0,rpm1,rpm2,rpm3,reward,x_b0,x_omega_c,x_k,y_b0,y_omega_c,y_k,z_b0,z_omega_c,z_k
0.0,z,gym_env,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-4.131286013641954,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.020833333333333332,z,gym_env,0.0,0.0,0.9985347390174866,0.0,0.0,-0.11720605939626694,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-9.802126382440328,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.041666666666666664,z,gym_env,0.0,0.0,0.9992644786834717,0.0,0.0,0.13648594915866852,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-9.784432454183698,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.0625,z,gym_env,0.0,0.0,1.000641107559204,0.0,0.0,0.019155852496623993,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-9.8260355168581,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.08333333333333333,z,gym_env,0.0,0.0,1.004210114479065,0.0,0.0,0.272716224193573,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.09195208549499512,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.10416666666666666,z,gym_env,0.0,0.0,1.0130579471588135,0.0,0.0,0.5259609222412109,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-9.86467839717865,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.125,z,gym_env,0.0,0.0,1.022542119026184,0.0,0.0,0.40812206268310547,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-9.914299424886703,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.14583333333333331,z,gym_env,0.0,0.0,1.0342082977294922,0.0,0.0,0.6611543893814087,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-9.908886002898216,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.16666666666666666,z,gym_env,0.0,0.0,1.0465060472488403,0.0,0.0,0.5430799126625061,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-0.12012847363948821,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.1875,z,gym_env,0.0,0.0,1.0563465356826782,0.0,0.0,0.42521291971206665,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-9.951018845438957,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.20833333333333331,z,gym_env,0.0,0.0,1.0683684349060059,0.0,0.0,0.678216278553009,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-9.945955645442009,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.22916666666666666,z,gym_env,0.0,0.0,1.0810211896896362,0.0,0.0,0.5601099133491516,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-9.998698564767837,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.25,z,gym_env,0.0,0.0,1.0958504676818848,0.0,0.0,0.8128675222396851,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.2757013738155365,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.2708333333333333,z,gym_env,0.0,0.0,1.1159389019012451,0.0,0.0,1.0650831460952759,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-10.059477203488349,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.29166666666666663,z,gym_env,0.0,0.0,1.1366406679153442,0.0,0.0,0.9461237788200378,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-10.120120801925658,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.3125,z,gym_env,0.0,0.0,1.1595011949539185,0.0,0.0,1.1980109214782715,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-10.125690903663635,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.3333333333333333,z,gym_env,0.0,0.0,1.1829677820205688,0.0,0.0,1.0787010192871094,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-10.189038887023926,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.35416666666666663,z,gym_env,0.0,0.0,1.2085860967636108,0.0,0.0,1.3302321434020996,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-0.47658645510673525,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.375,z,gym_env,0.0,0.0,1.2394353151321411,0.0,0.0,1.5810075998306274,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9440.2998046875,9440.2998046875,9440.2998046875,9440.2998046875,-10.270862766504287,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
0.3958333333333333,z,gym_env,0.0,0.0,1.2708662748336792,0.0,0.0,1.4605234861373901,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21666.447265625,21666.447265625,21666.447265625,21666.447265625,-10.341972407102585,220.0,1.1,8.727272727272727,220.0,1.3,7.384615384615384,300.0,15.0,7.333333333333333
