mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,stable,score,b0,omega_c,k,omega_o,r,end_vx_mean,negative_tail_velocity,max_tail_pitch_abs,tail_rpm_edge_fraction,tail_same_rpm_fraction,unstable_tail,hold_steady_state_error,name
0.013918312277199144,0.01643667000589029,1.6701974732638973,0.021872788667678833,0.0,0.010696897904078165,25251435809.79463,0.0,54.147514279149156,0.102062946533686,-0.39311306595760787,1.0,0.029119432628718148,18.0,3.5,6.5,22.75,70.0,0.009552299365168437,0.0,0.11804987490177155,0.0,0.0,0.0,0.013247612863779068,coarse_b18_wc3.5_k6.5_r70
0.01678571701311853,0.021524731555427282,2.0142860415742234,0.023315876722335815,0.0,0.004384450614452362,25173043253.739723,0.0,6.373543362657563,0.1175413211198142,-0.4610858796562672,1.0,0.034120035577104454,24.0,3.5,2.0,7.0,70.0,0.035056281834840775,0.0,0.017522240057587624,0.0,0.0,0.0,0.002545483410358429,coarse_b24_wc3.5_k2_r70
0.013842437258318796,0.016880947155067688,1.6610924709982555,0.01782846450805664,0.0,0.015214738746484121,25309334710.751102,0.0,29.115033318014707,0.13271389384177745,-0.40335918896213097,1.0,0.03440386219759177,30.5,5.0,5.0,25.0,70.0,-0.005109683668706566,0.0,0.09933652728796005,0.0,0.0,0.0,0.008820672829945883,coarse_b30.5_wc5_k5_r70
0.014359852081328957,0.017293484724829958,1.7231822497594749,0.01653042435646057,0.0,0.013102007408936819,25324232104.67311,0.0,32.335687204569325,0.1363679554892293,-0.4281449846077602,1.0,0.03504988359753019,37.5,5.0,6.5,32.5,70.0,0.0235858847736381,0.0,0.10151014477014542,0.0,0.0,0.0,0.008310676862796148,coarse_b37.5_wc5_k6.5_r70
0.018596702117518286,0.022106988181790747,2.2316042541021943,0.019345760345458984,0.0,0.016861158112684887,25155885392.635296,0.0,5.10088547137605,0.1071648169394068,-0.4415007934135098,1.0,0.03550429841050646,45.0,3.5,5.0,17.5,70.0,-0.035670062294229865,0.0,0.026538066565990448,0.0,0.0,0.0,0.015598826110363007,coarse_b45_wc3.5_k5_r70
0.016365692906354447,0.02017262543820083,1.963883148762534,0.02147608995437622,0.0,0.003881442050139109,25344436146.94635,0.0,51.66583098082983,0.1447520340291564,-0.43789878864088405,1.0,0.037730625394317256,18.0,3.5,3.5,12.25,70.0,0.09947738237679005,0.0,0.14239194989204407,0.0,0.0,0.0,0.008021928369998932,coarse_b18_wc3.5_k3.5_r70
0.015530980341568086,0.01859513104098551,1.8637176409881704,0.02144882082939148,0.0,0.015735603868961334,25389529570.309944,0.0,44.70986656381302,0.15153062639649956,-0.4106116617277855,1.0,0.039063047349079845,24.0,5.0,3.5,17.5,70.0,0.02778345427941531,0.0,0.14252111315727234,0.0,0.0,0.0,0.008897175391515097,coarse_b24_wc5_k3.5_r70
0.025554642632579318,0.027618553644123748,3.066557115909518,0.029966115951538086,0.0,0.027694086233774822,25148069664.141754,0.0,7.0153952205882355,0.08741428529232181,-0.46083929771059046,1.0,0.03937233000349408,18.0,2.0,8.0,16.0,70.0,-0.012389626761432737,0.0,0.1012004092335701,0.0,0.0,0.0,0.018587021778027218,coarse_b18_wc2_k8_r70
0.023964759685590784,0.03226694161043891,2.875771162270894,0.010109931230545044,39.0,0.004997452100118001,25111040114.135986,39.0,1.4943745076155461,0.09605005509650784,-0.4528363160956341,1.0,0.039677683379098036,37.5,2.0,2.0,4.0,70.0,0.050561774522066116,0.0,0.027031728997826576,0.0,0.0,0.0,0.009966209530830383,coarse_b37.5_wc2_k2_r70
0.02474721346714546,0.028155054042234322,2.969665616057455,0.026304632425308228,0.0,0.02060239017009735,25134201550.98544,0.0,3.749359900210084,0.09597820061533108,-0.4645484015965012,1.0,0.039726514991383945,24.0,2.0,5.0,10.0,70.0,0.04813800740521401,0.0,0.055493466556072235,0.0,0.0,0.0,0.014833072821299234,coarse_b24_wc2_k5_r70
