controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,0.2,0.013211536008869592,0.007853858015946477,0.07058565665942505
pid_pos_att,1,96,120,0.0,0.027425793644581656,0.025222599506378174,0.13482015455741425
ladrc_x_pos_pid_att_default,0,0,96,0.2,0.071535381989905,0.06869442258711222,0.08726569722942656
ladrc_x_pos_pid_att_default,1,96,120,0.0,0.03256904543012301,0.026462017248074215,0.16997453851328015
ladrc_x_pos_pid_att_retuned,0,0,96,0.2,0.015504990847843838,0.013311539136999784,0.07845646682742972
ladrc_x_pos_pid_att_retuned,1,96,120,0.0,0.012879994029856028,0.011843999226888021,0.0793129343679226
