controller,rmse,mae,velocity_rmse,reward
DDPG-LADRC (v=1),1.6387747914567032,1.5220748784523632,1.1650480002960741,-1.6636308627013512
LADRC(0.5-opt),0.0584265301676926,0.05103564097217774,0.2148228401116829,-0.07496723223611657
PID,0.0581679855540342,0.038969181332404755,0.2497074206037892,-0.07400978662857213
