mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,b0,omega_c,k,score
0.05216626507999645,0.0686081747191441,3.7559710857597444,0.03672729793470353,60.5,0.017958652398582284,1586906941.083372,60.5,20.5169462821853,0.3050800914507265,-0.11930207265251852,0.7,1.4,2.4142857142857146,158690702.98793274
0.05216243543660081,0.06860299802204269,3.7556953514352585,0.03673887162585743,60.5,0.017961838856405978,1586880699.707459,60.5,20.398918474224253,0.3050629047570669,-0.11921844063833703,0.7,1.4,2.8142857142857145,158688078.83848214
0.0521607177709074,0.06860019329938721,3.755571679505333,0.036744835117133334,60.5,0.01796417450948086,1586882367.7181258,60.5,20.402957969987895,0.3050141619711024,-0.11914167857124464,0.7,1.4,3.2142857142857144,158688245.63992742
0.052158370244602084,0.06859733083338193,3.75540265761135,0.0367487391049508,60.5,0.017966181808982844,1586880674.030726,60.5,20.39904355331206,0.30505580226766194,-0.11907904099813732,0.7,1.4,3.6142857142857143,158688076.2707615
0.05215641869674403,0.06859458877852767,3.75526214616557,0.03675358695909381,60.5,0.017968315805774182,1586880680.8494804,60.5,20.399095132317342,0.3050521619424857,-0.11901240695081455,0.7,1.4,4.014285714285714,158688076.95261332
0.05335373825830454,0.0702889318071512,3.841469154597927,0.033931566576939076,61.0,0.01669789770884173,1588979495.1940594,61.0,22.255655637929138,0.3086710439751779,-0.12915723427788484,0.7,2.0999999999999996,2.4142857142857146,158897958.64037114
0.05335210101902055,0.07028670125976852,3.841351273369479,0.03393515228526667,61.0,0.016699141947486038,1588975813.5873213,61.0,22.263098488391286,0.30865151525319984,-0.12915934821964337,0.7,2.0999999999999996,2.8142857142857145,158897590.48041746
0.05335055680770755,0.07028431654818909,3.8412400901549435,0.03394353517796844,61.0,0.01670407026540488,1588951789.71451,61.0,22.266590387048858,0.30865868553418807,-0.12916503070600277,0.7,2.0999999999999996,3.2142857142857144,158895188.09346318
0.053349063559429456,0.07028217827658156,3.841132576278921,0.033947323041502386,61.0,0.016706211766826788,1588938309.0272849,61.0,22.272791902783894,0.3086543241900323,-0.1291675391698259,0.7,2.0999999999999996,3.6142857142857143,158893840.0253389
0.0533520411620261,0.07028658885664646,3.841346963665879,0.03393472952302545,61.0,0.016696936276275665,1588932476.8416715,61.0,22.304659991197184,0.30866408012169966,-0.1291805983354033,0.7,2.0999999999999996,4.014285714285714,158893256.8100074
0.05840153538383738,0.07371210633891488,4.204910547636292,0.03488000202924013,71.0,0.06733840845325696,1557288799.9503746,71.0,49.02040293518926,0.2835617249874702,-0.16027734807346727,0.7,2.8,2.4142857142857146,155728892.87395987
0.05828770059697949,0.07354205552227783,4.196714442982524,0.03582106251269579,71.0,0.06611707096453756,1564564262.3371978,71.0,39.097605530644806,0.2866397789379367,-0.15256365127305468,0.7,2.8,2.8142857142857145,156456438.1184805
0.05903898102303927,0.0743348987077081,4.2508066336588275,0.035808281041681767,71.0,0.07193303861588772,1564752999.207761,71.0,39.865540410431336,0.28019497086396333,-0.15366261233334338,0.7,2.8,3.2142857142857144,156475311.89429864
0.05924684707393335,0.0745833168263899,4.265772989323201,0.035806176252663136,71.0,0.07304064884582269,1565160050.332144,71.0,40.533459300726236,0.2791897882004391,-0.15420896495959585,0.7,2.8,3.6142857142857143,156516017.0767752
0.05924304429663121,0.07456963378864515,4.265499189357447,0.035809329710900784,71.0,0.07320440675331545,1565192663.3495836,71.0,40.59638998542033,0.27859498850677744,-0.154244832385465,0.7,2.8,4.014285714285714,156519278.38477725
0.05433865943083684,0.07726131417341714,3.912383479020253,0.16503612976521254,71.0,0.13862787684359187,1548934832.4533148,71.0,55.41810801331426,0.3831326704367223,-0.17964627641833325,0.7,3.5,2.4142857142857146,154893496.71745464
0.05443300299235688,0.07736612439720753,3.9191762154496956,0.165018274448812,71.0,0.1388453986728564,1549220964.5734267,71.0,54.851558201749555,0.38301318926334743,-0.17931899519726105,0.7,3.5,2.8142857142857145,154922109.8742387
0.054686560295415826,0.07780883855665868,3.9374323412699397,0.1668900614604354,71.0,0.14015224221761205,1548641129.4111292,71.0,55.5499697403169,0.38511698592410504,-0.18043018996824084,0.7,3.5,3.2142857142857144,154864126.4318523
0.05462148865853929,0.07794898079222917,3.932747183414829,0.16948366444557905,71.0,0.1411616801384038,1548992539.3036268,71.0,55.46372190663512,0.3885924255701416,-0.18085357790241005,0.7,3.5,3.6142857142857143,154899267.4117407
0.053494314008189374,0.07541549407328232,3.8515906085896354,0.1538458475843072,71.0,0.13195600698236376,1547241951.5923042,71.0,54.70918811207086,0.3708967530693047,-0.1765124988485918,0.7,3.5,4.014285714285714,154724208.5466562
0.061510410082853434,0.08493467743694075,4.428749525965447,0.12160278297960758,68.0,0.11489459398269122,1560043251.683105,68.0,55.75851827272227,0.3914505990947821,-0.199393612999561,0.7,4.199999999999999,2.4142857142857146,156004338.47687355
0.06173662475614873,0.08528662663937986,4.4450369824427085,0.1229002047330141,68.0,0.11651697081314133,1559215469.2728405,68.0,56.39564105826364,0.3923465650459568,-0.20024942761726122,0.7,4.199999999999999,2.8142857142857145,155921560.30318344
0.06178069887726097,0.08524244597321937,4.44821031916279,0.12262253649532795,68.0,0.1169052676663601,1557582107.3309917,68.0,57.360306860695424,0.3907724572759311,-0.20092037600552312,0.7,4.199999999999999,3.2142857142857144,155758224.20614257
0.06181503482025989,0.08546855085558275,4.450682507058712,0.1231569591909647,68.0,0.11651816224080644,1559568610.5485659,68.0,56.18379748707086,0.3928139837437302,-0.20035365546114314,0.7,4.199999999999999,3.6142857142857143,155956874.41076458
