controller,stage,start,stop,velocity,rmse,mae,velocity_rmse
pid_pos_att,0,0,96,0.5,0.03926087375944421,0.02391878348996812,0.18360868099302605
ladrc_x_pos_pid_att_no_td_baseline,0,0,96,0.5,0.14973319491623538,0.14442874699070055,0.20932007365069788
ladrc_x_pos_pid_att_no_td_retuned,0,0,96,0.5,0.1319917248290493,0.12779403480769957,0.20010944485725185
