mae,rmse,iae,overshoot,settling_time,steady_state_error,control_energy,disturbance_recovery_time,control_variation,velocity_rmse,reward,b0,omega_c,k,score
0.1000007634941969,0.14009803945068094,38.40029318177161,0.009024478495121002,383.0,0.29460559880451337,80338052973.7555,383.0,0.5715185419386423,0.08036443195765597,-0.3813995162534737,257.4,0.5,7.727273,8033805343.505985
0.09055194294729932,0.12376788340707676,34.771946091762935,0.008018061518669128,383.0,0.25113423910768595,80337661293.3034,383.0,0.5361391869288512,0.07161347867454637,-0.3708632143060432,257.4,0.5,7.927273,8033766174.719334
0.0995397530053336,0.14321565001075515,38.2232651540481,0.19519019685685635,383.0,0.30011337902894747,80338456512.45618,383.0,0.46043646989229764,0.07974744614042648,-0.37936599719410974,257.4,0.5,8.127273,8033845697.331457
0.12734031847916835,0.18976765523956063,48.89868229600064,0.49300818890333176,383.0,0.44661100937159254,80340500524.4065,383.0,0.4527170365535248,0.14017000060376283,-0.41755759896114475,257.4,0.85,7.727273,8034050100.699068
0.12730680561745952,0.18080058864032741,48.88581335710446,0.3961788397282362,383.0,0.356800149175366,80344989411.53644,383.0,0.5046609823759791,0.13481073536508376,-0.41624459920371704,257.4,0.85,7.927273,8034498989.398073
0.13990836624002012,0.19632732644984902,53.72481263616773,0.42260047048330307,383.0,0.3695026502357091,80348730589.52081,383.0,0.5501144847421671,0.15964783592886328,-0.4312233098314212,257.4,0.85,8.127273,8034873108.176195
0.22097912355229082,0.353900256737863,84.85598344407967,0.9212740436196327,383.0,0.8208194389057769,80341379051.71347,383.0,0.5809832938968669,0.2053178964599932,-0.5160949048397127,286.0,0.5,7.727273,8034137960.747631
0.2025660245971465,0.3160245620363461,77.78535344530427,0.7443585097789764,383.0,0.6708141271515878,80345846135.67833,383.0,0.6163129283616188,0.19052625767222506,-0.4949621426606201,286.0,0.5,7.927273,8034584667.697765
0.15564073677839052,0.23629707329853775,59.76604292290197,0.5467973314225674,383.0,0.49999522597193535,80340193291.0097,383.0,0.43852118350195823,0.1416187609833828,-0.4427583176806744,286.0,0.5,8.127273,8034019379.555736
0.09613296311087857,0.13086080500565578,36.91505783457737,0.24624698609113693,383.0,0.16064478989306066,80342698117.72563,383.0,0.5851279475359008,0.11912309146207267,-0.3815904908669496,286.0,0.85,7.727273,8034269857.583986
